capture,pass,duration,hop-rate,timestamp,bssid,ssid,encryption,cipher,auth,ssi,channel,bearing_magnetic,bearing_true,lat,lon,alt,lat_err,lon_error,alt_error,mw
discovery-hop-dist-4,17,20,0.1833,1513272382.91456,f4:7f:35:f7:1a:e8,,Open,,,-53,1,0.0,353.7094392299168,39.782746591,-84.08215434070003,336.59555000000006,0.0,0.0,0.0,5.011872336272725e-06
discovery-hop-dist-4,17,20,0.1833,1513272382.918797,00:fe:c8:87:7a:d1,,WPA,CCMP,PSK,-37,1,0.0,353.7094392299168,39.782746591,-84.08215434070003,336.59555000000006,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-4,17,20,0.1833,1513272382.927257,f4:7f:35:f7:1a:e9,,Open,,,-57,1,0.0,353.7094392299168,39.782746591,-84.08215434070003,336.59555000000006,0.0,0.0,0.0,1.9952623149688787e-06
discovery-hop-dist-4,17,20,0.1833,1513272382.942233,00:fe:c8:87:7a:d3,,WPA,CCMP,PSK,-37,1,0.0,353.7094392299168,39.782746591,-84.08215434070003,336.59555000000006,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-4,17,20,0.1833,1513272382.948291,f4:7f:35:f7:1a:e6,,Open,,,-49,1,0.0,353.7094392299168,39.782746591,-84.08215434070003,336.59555000000006,0.0,0.0,0.0,1.2589254117941661e-05
discovery-hop-dist-4,17,20,0.1833,1513272382.990098,00:fe:c8:87:7a:d2,,WPA,CCMP,FT,-35,1,0.0,353.7094392299168,39.782746591,-84.08215434070003,336.59555000000006,0.0,0.0,0.0,0.00031622776601683794
discovery-hop-dist-4,17,20,0.1833,1513272382.994473,f4:7f:35:f7:1a:e5,AFITCIS,Open,,,-49,1,0.0,353.7094392299168,39.782746591,-84.08215434070003,336.59555000000006,0.0,0.0,0.0,1.2589254117941661e-05
discovery-hop-dist-4,17,20,0.1833,1513272382.996871,00:fe:c8:87:7a:d2,,WPA,CCMP,FT,-37,1,0.0,353.7094392299168,39.782746591,-84.08215434070003,336.59555000000006,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-4,17,20,0.1833,1513272382.999464,18:33:9d:0c:c8:66,,Open,,,-63,1,0.0,353.7094392299168,39.782746591,-84.08215434070003,336.59555000000006,0.0,0.0,0.0,5.011872336272725e-07
discovery-hop-dist-4,17,20,0.1833,1513272383.01909,f4:7f:35:f7:1a:e8,,Open,,,-49,1,0.1424550290298831,353.85189425894674,39.782746591,-84.08215434070003,336.59555000000006,0.0,0.0,0.0,1.2589254117941661e-05
discovery-hop-dist-4,17,20,0.1833,1513272383.021432,00:fe:c8:87:7a:d1,,WPA,CCMP,PSK,-35,1,0.18461385495662877,353.89405308487346,39.782746591,-84.08215434070003,336.59555000000006,0.0,0.0,0.0,0.00031622776601683794
discovery-hop-dist-4,17,20,0.1833,1513272383.024133,18:33:9d:0c:c8:67,,Open,,,-71,1,0.23323620443480264,353.94267543435166,39.782746591,-84.08215434070003,336.59555000000006,0.0,0.0,0.0,7.943282347242822e-08
discovery-hop-dist-4,17,20,0.1833,1513272383.031524,f4:7f:35:f7:1a:e9,,Open,,,-43,1,0.3662835019741608,354.075722731891,39.782746591,-84.08215434070003,336.59555000000006,0.0,0.0,0.0,5.011872336272725e-05
discovery-hop-dist-4,17,20,0.1833,1513272383.055021,f4:7f:35:f7:1a:e6,,Open,,,-55,1,0.7892623200933191,354.4987015500102,39.782746591,-84.08215434070003,336.59555000000006,0.0,0.0,0.0,3.162277660168379e-06
discovery-hop-dist-4,17,20,0.1833,1513272383.077245,f4:7f:35:f7:1a:e7,,Open,,,-49,1,1.1893226682492462,354.8987618981661,39.782746591,-84.08215434070003,336.59555000000006,0.0,0.0,0.0,1.2589254117941661e-05
discovery-hop-dist-4,17,20,0.1833,1513272383.097781,00:fe:c8:87:7a:d2,,WPA,CCMP,FT,-37,1,1.5589967303865064,355.26843596030335,39.782746591,-84.08215434070003,336.59555000000006,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-4,17,20,0.1833,1513272383.154377,f4:7f:35:f7:1a:e6,,Open,,,-49,1,2.5777999735216803,356.28723920343856,39.782746591,-84.08215434070003,336.59555000000006,0.0,0.0,0.0,1.2589254117941661e-05
discovery-hop-dist-4,17,20,0.1833,1513272383.192045,00:fe:c8:87:7a:d4,,WPA,CCMP,,-37,1,3.2558733795068653,356.96531260942373,39.782746591,-84.08215434070003,336.59555000000006,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-4,17,20,0.1833,1513272383.2034,f4:7f:35:f7:1a:e5,AFITCIS,Open,,,-51,1,3.4602769470103967,357.16971617692724,39.782746591,-84.08215434070003,336.59555000000006,0.0,0.0,0.0,7.943282347242822e-06
discovery-hop-dist-4,17,20,0.1833,1513272383.208406,18:33:9d:0c:c8:66,,Open,,,-69,1,3.5503928859276193,357.25983211584446,39.782746591,-84.08215434070003,336.59555000000006,0.0,0.0,0.0,1.2589254117941662e-07
discovery-hop-dist-4,17,20,0.1833,1513272383.807227,f4:7f:35:f7:1a:e7,,Open,,,-55,1,14.329957893987652,8.039397123904505,39.782746591,-84.08215434070003,336.59555000000006,0.0,0.0,0.0,3.162277660168379e-06
discovery-hop-dist-4,17,20,0.1833,1513272384.078155,00:fe:c8:7d:ac:51,,WPA,CCMP,PSK,-21,6,19.20702117770821,12.916460407625063,39.782746591,-84.08215434070003,336.59555000000006,0.0,0.0,0.0,0.007943282347242814
