"name","pass","path","iface","duration","hop_int","pos_lat","pos_lon","pos_alt","pos_lat_err","pos_lon_err","pos_alt_err","start","end","degrees","bearing","pcap","nmea","coords"
"capture-1-3","07","capture-1-3/07/RESEARCH_MULLINS_6_6038e0063ad8","wlan0","10","0.0","39.78260115799999","-84.08312267400001","308.16800000000006","0.0","0.0","0.0","1514761730.3935122","1514761740.6236444","360.0","179.0","20171231-18-08-49.pcapng","20171231-18-08-49.nmea","20171231-18-08-49-gps.csv"
