"name","pass","path","iface","duration","hop_int","pos_lat","pos_lon","pos_alt","pos_lat_err","pos_lon_err","pos_alt_err","start","end","degrees","bearing","pcap","nmea","coords","focused","guess"
"capture-3","09","capture-3/09/0012179f79b6","wlan0","6","0.0","39.782546902499995","-84.08260285516667","307.84916666666663","0.0","0.0","0.0","1515805233.7862554","1515805239.9238954","360","238","20180112-20-00-30.pcapng","20180112-20-00-30.nmea","20180112-20-00-30-gps.csv","00:12:17:9f:79:b6",""
