test,pass,duration,hop-rate,timestamp,bssid,ssid,encryption,cipher,auth,ssi,channel,bearing_magnetic,bearing_true,lat,lon,alt,lat_err,lon_error,alt_error,focused,mw
capture-1,00,10,0.0,1514576197.814406,00:18:e7:e9:07:f5,RESEARCH_MULLINS_2,WPA,CCMP+TKIP,,-61,2,344.0,337.70802747742675,39.782615385999996,-84.08301697399999,309.3960000000001,0.0,0.0,0.0,00:18:e7:e9:07:f5,7.943282347242822e-07
capture-1,00,10,0.0,1514576197.916832,00:18:e7:e9:07:f5,RESEARCH_MULLINS_2,WPA,CCMP+TKIP,,-59,2,346.4332197515921,340.14124722901886,39.782615385999996,-84.08301697399999,309.3960000000001,0.0,0.0,0.0,00:18:e7:e9:07:f5,1.2589254117941661e-06
capture-1,00,10,0.0,1514576198.122085,00:18:e7:e9:07:f5,RESEARCH_MULLINS_2,WPA,CCMP+TKIP,,-55,2,353.82284438630654,347.5308718637333,39.782615385999996,-84.08301697399999,309.3960000000001,0.0,0.0,0.0,00:18:e7:e9:07:f5,3.162277660168379e-06
capture-1,00,10,0.0,1514576198.153666,00:12:17:9f:79:b6,RESEARCH_MULLINS_3,WPA,TKIP,,-59,3,354.95983648883515,348.66786396626185,39.782615385999996,-84.08301697399999,309.3960000000001,0.0,0.0,0.0,00:18:e7:e9:07:f5,1.2589254117941661e-06
capture-1,00,10,0.0,1514576198.531183,00:18:e7:e9:07:f5,RESEARCH_MULLINS_2,WPA,CCMP+TKIP,,-57,2,8.551389953865908,2.2594174312926327,39.782615385999996,-84.08301697399999,309.3960000000001,0.0,0.0,0.0,00:18:e7:e9:07:f5,1.9952623149688787e-06
capture-1,00,10,0.0,1514576198.73598,00:18:e7:e9:07:f5,RESEARCH_MULLINS_2,WPA,CCMP+TKIP,,-55,2,15.924594039794783,9.632621517221509,39.782615385999996,-84.08301697399999,309.3960000000001,0.0,0.0,0.0,00:18:e7:e9:07:f5,3.162277660168379e-06
capture-1,00,10,0.0,1514576199.146432,00:18:e7:e9:07:f5,RESEARCH_MULLINS_2,WPA,CCMP+TKIP,,-59,2,30.701886233884863,24.40991371131159,39.782615385999996,-84.08301697399999,309.3960000000001,0.0,0.0,0.0,00:18:e7:e9:07:f5,1.2589254117941661e-06
capture-1,00,10,0.0,1514576199.249305,00:18:e7:e9:07:f5,RESEARCH_MULLINS_2,WPA,CCMP+TKIP,,-57,2,34.40557405957679,28.113601537003518,39.782615385999996,-84.08301697399999,309.3960000000001,0.0,0.0,0.0,00:18:e7:e9:07:f5,1.9952623149688787e-06
capture-1,00,10,0.0,1514576199.350415,00:18:e7:e9:07:f5,RESEARCH_MULLINS_2,WPA,CCMP+TKIP,,-57,2,38.0457856917144,31.753813169141125,39.782615385999996,-84.08301697399999,309.3960000000001,0.0,0.0,0.0,00:18:e7:e9:07:f5,1.9952623149688787e-06
capture-1,00,10,0.0,1514576200.06718,00:18:e7:e9:07:f5,RESEARCH_MULLINS_2,WPA,CCMP+TKIP,,-57,2,63.851111583265606,57.55913906069233,39.782615385999996,-84.08301697399999,309.3960000000001,0.0,0.0,0.0,00:18:e7:e9:07:f5,1.9952623149688787e-06
capture-1,00,10,0.0,1514576200.169577,00:18:e7:e9:07:f5,RESEARCH_MULLINS_2,WPA,CCMP+TKIP,,-55,2,67.53765783241556,61.24568530984229,39.782615385999996,-84.08301697399999,309.3960000000001,0.0,0.0,0.0,00:18:e7:e9:07:f5,3.162277660168379e-06
