"test","pass","duration","hop-rate","timestamp","bssid","ssi","channel","bearing","lat","lon","alt","lat_err","lon_error","alt_error"
"discovery-hop-0.10138","18","10","0.10138","1512145922.386248","00:18:e7:e9:04:59","-59","2412","0.0","39.7825166987","-84.08293709009999","319.11769999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","18","10","0.10138","1512145922.592956","00:12:17:9f:79:b6","-57","2422","3.7048605191633706","39.7825166987","-84.08293709009999","319.11769999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","18","10","0.10138","1512145922.68557","00:12:17:9f:79:b6","-57","2422","7.039190351398195","39.7825166987","-84.08293709009999","319.11769999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","18","10","0.10138","1512145923.401592","60:38:e0:06:34:e8","-47","2442","32.817746804555156","39.7825166987","-84.08293709009999","319.11769999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","18","10","0.10138","1512145923.504014","60:38:e0:06:34:e8","-47","2447","36.5051910853008","39.7825166987","-84.08293709009999","319.11769999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","18","10","0.10138","1512145923.513733","60:38:e0:06:34:ac","-51","2447","36.855095246395045","39.7825166987","-84.08293709009999","319.11769999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","18","10","0.10138","1512145924.631203","00:12:17:9f:79:b6","-65","2422","77.08676908081202","39.7825166987","-84.08293709009999","319.11769999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","18","10","0.10138","1512145925.561761","60:38:e0:06:34:ac","-57","2447","110.58914830340458","39.7825166987","-84.08293709009999","319.11769999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","18","10","0.10138","1512145926.268117","00:18:e7:e9:04:59","-53","2412","136.01970616714237","39.7825166987","-84.08293709009999","319.11769999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","18","10","0.10138","1512145926.578363","00:12:17:9f:79:b6","-61","2422","147.18932612814874","39.7825166987","-84.08293709009999","319.11769999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","18","10","0.10138","1512145926.679225","00:12:17:9f:79:b6","-61","2422","150.8206075464167","39.7825166987","-84.08293709009999","319.11769999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","18","10","0.10138","1512145926.837035","00:16:b6:58:f3:0d","-63","2427","156.50215533222683","39.7825166987","-84.08293709009999","319.11769999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","18","10","0.10138","1512145927.395206","60:38:e0:06:34:e8","-43","2442","176.5976876107083","39.7825166987","-84.08293709009999","319.11769999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","18","10","0.10138","1512145927.507358","60:38:e0:06:34:ac","-55","2447","180.63543948438934","39.7825166987","-84.08293709009999","319.11769999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","18","10","0.10138","1512145927.747852","60:38:e0:06:3a:f0","-71","2452","189.29381640560828","39.7825166987","-84.08293709009999","319.11769999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","18","10","0.10138","1512145928.121726","60:38:e0:06:34:ac","-69","2462","202.75419961340168","39.7825166987","-84.08293709009999","319.11769999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","18","10","0.10138","1512145928.484994","00:18:e7:e9:07:f5","-57","2417","215.83273887540275","39.7825166987","-84.08293709009999","319.11769999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","18","10","0.10138","1512145928.62524","00:12:17:9f:79:b6","-49","2422","220.88194587670958","39.7825166987","-84.08293709009999","319.11769999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","18","10","0.10138","1512145929.340779","60:38:e0:06:34:e8","-55","2442","246.64311184241743","39.7825166987","-84.08293709009999","319.11769999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","18","10","0.10138","1512145929.555348","60:38:e0:06:34:ac","-49","2447","254.3681191564078","39.7825166987","-84.08293709009999","319.11769999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","18","10","0.10138","1512145929.693437","60:38:e0:06:3a:f0","-63","2452","259.3396698201271","39.7825166987","-84.08293709009999","319.11769999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","18","10","0.10138","1512145930.672859","00:12:17:9f:79:b6","-61","2422","294.60126937969017","39.7825166987","-84.08293709009999","319.11769999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","18","10","0.10138","1512145931.036846","60:38:e0:06:2d:9c","-59","2432","307.7056969487725","39.7825166987","-84.08293709009999","319.11769999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","18","10","0.10138","1512145931.388817","60:38:e0:06:34:e8","-65","2442","320.37752541298715","39.7825166987","-84.08293709009999","319.11769999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","18","10","0.10138","1512145932.478746","00:18:e7:e9:07:f5","-57","2417","359.61764961849224","39.7825166987","-84.08293709009999","319.11769999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","18","10","0.10138","1512145932.88262","00:18:e7:e9:07:f5","-63","2417","374.15811428518293","39.7825166987","-84.08293709009999","319.11769999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","18","10","0.10138","1512145933.08742","00:18:e7:e9:07:f5","-63","2417","381.53141487027835","39.7825166987","-84.08293709009999","319.11769999999996","0.0","0.0","0.0"
