"test","pass","duration","hop-rate","timestamp","bssid","ssi","channel","bearing","lat","lon","alt","lat_err","lon_error","alt_error"
"discovery-hop-0.03072","26","10","0.03072","1510870510.309807","60:38:e0:06:34:ac","-45","2447","24.834786708945614","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0"
"discovery-hop-0.03072","26","10","0.03072","1510870511.325819","60:38:e0:06:3a:d8","-55","2437","61.4137121350865","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0"
"discovery-hop-0.03072","26","10","0.03072","1510870511.538615","60:38:e0:06:34:ac","-53","2447","69.07488973759506","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0"
"discovery-hop-0.03072","26","10","0.03072","1510870512.12351","00:18:e7:e9:07:f5","-55","2417","90.13254235276392","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0"
"discovery-hop-0.03072","26","10","0.03072","1510870512.554599","60:38:e0:06:3a:d8","-65","2437","105.65281087617677","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0"
"discovery-hop-0.03072","26","10","0.03072","1510870512.767407","60:38:e0:06:34:ac","-55","2447","113.31441766140291","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0"
"discovery-hop-0.03072","26","10","0.03072","1510870513.844301","60:38:e0:06:34:e8","-45","2442","152.08524789558004","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0"
"discovery-hop-0.03072","26","10","0.03072","1510870516.097897","60:38:e0:06:34:e8","-63","2432","233.22024066707013","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0"
"discovery-hop-0.03072","26","10","0.03072","1510870516.301193","60:38:e0:06:34:e8","-53","2442","240.53939397826605","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0"
"discovery-hop-0.03072","26","10","0.03072","1510870517.682702","60:38:e0:06:34:ac","-49","2447","290.27711302805835","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0"
"discovery-hop-0.03072","26","10","0.03072","1510870517.785167","60:38:e0:06:34:ac","-47","2452","293.9661015752937","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0"
"discovery-hop-0.03072","26","10","0.03072","1510870517.989834","60:38:e0:06:34:ac","-67","2462","301.3346194826684","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0"
"discovery-hop-0.03072","26","10","0.03072","1510870518.758838","60:38:e0:06:34:e8","-47","2442","329.02064724139586","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0"
"discovery-hop-0.03072","26","10","0.03072","1510870519.521017","00:12:17:9f:79:b6","-55","2422","356.4609678942953","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0"
"discovery-hop-0.03072","26","10","0.03072","1510870519.726516","00:16:b6:58:f3:0d","-57","2427","363.85943417170444","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0"
"discovery-hop-0.03072","26","10","0.03072","1510870519.828925","00:16:b6:58:f3:0d","-53","2427","367.546405560167","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0"
