"test","pass","duration","hop-rate","timestamp","bssid","ssi","channel","bearing","lat","lon","alt","lat_err","lon_error","alt_error"
"discovery-hop-0.03072","0","10","0.03072","1510870143.153","60:38:e0:06:34:e8","-43","2442","18.85230976383193","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0"
"discovery-hop-0.03072","0","10","0.03072","1510870143.304366","60:38:e0:06:34:ac","-45","2447","24.301863427611533","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0"
"discovery-hop-0.03072","0","10","0.03072","1510870145.822027","60:38:e0:06:3a:f0","-61","2452","114.94393865999277","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0"
"discovery-hop-0.03072","0","10","0.03072","1510870146.838426","60:38:e0:06:34:e8","-43","2442","151.5368449484136","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0"
"discovery-hop-0.03072","0","10","0.03072","1510870148.067254","60:38:e0:06:34:e8","-47","2442","195.77771858228772","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0"
"discovery-hop-0.03072","0","10","0.03072","1510870148.219618","60:38:e0:06:34:ac","-49","2447","201.2632034634512","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0"
"discovery-hop-0.03072","0","10","0.03072","1510870149.448471","60:38:e0:06:34:ac","-55","2447","245.50497838204228","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0"
"discovery-hop-0.03072","0","10","0.03072","1510870150.839691","60:38:e0:06:3a:f0","-59","2452","295.59236580371277","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0"
"discovery-hop-0.03072","0","10","0.03072","1510870151.262214","00:18:e7:e9:07:f5","-57","2417","310.8042492570124","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0"
"discovery-hop-0.03072","0","10","0.03072","1510870151.386394","00:12:17:9f:79:b6","-57","2422","315.2750420528004","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0"
"discovery-hop-0.03072","0","10","0.03072","1510870151.856155","60:38:e0:06:34:e8","-47","2442","332.18760684873376","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0"
"discovery-hop-0.03072","0","10","0.03072","1510870152.068476","60:38:e0:06:3a:f0","-61","2452","339.83169437807203","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0"
