"name","pass","path","iface","duration","hop_int","pos_lat","pos_lon","pos_alt","pos_lat_err","pos_lon_err","pos_alt_err","start","end","degrees","bearing","pcap","nmea","coords"
"discovery-hop-0.03072","11","/capture/discovery-hop-0.03072/11","wlan0","10","0.03072","39.78261322000001","-84.083043805","312.81","0.0","0.0","0.0","1510870297.6058748","1510870307.605191","360.0","0.0","20171116-17-11-36.pcapng","20171116-17-11-36.nmea","20171116-17-11-36-gps.csv"
