capture,pass,duration,hop-rate,timestamp,bssid,ssid,encryption,cipher,auth,ssi,channel,bearing_magnetic,bearing_true,lat,lon,alt,lat_err,lon_error,alt_error,mw
discovery-hop-dist-4,29,20,0.1833,1513272679.294751,f4:7f:35:f7:1a:e7,,Open,,,-51,1,0.0,353.7096197942461,39.78263016220001,-84.0823719676,337.11845,0.0,0.0,0.0,7.943282347242822e-06
discovery-hop-dist-4,29,20,0.1833,1513272679.315241,f4:7f:35:f7:1a:e5,AFITCIS,Open,,,-49,1,0.0,353.7096197942461,39.78263016220001,-84.0823719676,337.11845,0.0,0.0,0.0,1.2589254117941661e-05
discovery-hop-dist-4,29,20,0.1833,1513272679.340197,f4:7f:35:f7:1a:e8,,Open,,,-55,1,0.0,353.7096197942461,39.78263016220001,-84.0823719676,337.11845,0.0,0.0,0.0,3.162277660168379e-06
discovery-hop-dist-4,29,20,0.1833,1513272679.354703,f4:7f:35:f7:1a:e9,,Open,,,-49,1,0.0,353.7096197942461,39.78263016220001,-84.0823719676,337.11845,0.0,0.0,0.0,1.2589254117941661e-05
discovery-hop-dist-4,29,20,0.1833,1513272679.456297,f4:7f:35:f7:1a:e9,,Open,,,-55,1,1.1819326972755322,354.8915524915216,39.78263016220001,-84.0823719676,337.11845,0.0,0.0,0.0,3.162277660168379e-06
discovery-hop-dist-4,29,20,0.1833,1513272679.480147,f4:7f:35:f7:1a:e6,,Open,,,-55,1,1.6112636658628468,355.320883460109,39.78263016220001,-84.0823719676,337.11845,0.0,0.0,0.0,3.162277660168379e-06
discovery-hop-dist-4,29,20,0.1833,1513272679.50392,f4:7f:35:f7:1a:e7,,Open,,,-49,1,2.0392126586030983,355.74883245284923,39.78263016220001,-84.0823719676,337.11845,0.0,0.0,0.0,1.2589254117941661e-05
discovery-hop-dist-4,29,20,0.1833,1513272679.561295,f4:7f:35:f7:1a:e9,,Open,,,-49,1,3.0720378873113385,356.7816576815575,39.78263016220001,-84.0823719676,337.11845,0.0,0.0,0.0,1.2589254117941661e-05
discovery-hop-dist-4,29,20,0.1833,1513272679.715212,ec:08:6b:f9:e0:1f,AUTO_RES,WPA,CCMP,,-47,6,5.8427492459069725,359.5523690401531,39.78263016220001,-84.0823719676,337.11845,0.0,0.0,0.0,1.9952623149688786e-05
discovery-hop-dist-4,29,20,0.1833,1513272679.817328,ec:08:6b:f9:e0:1f,AUTO_RES,WPA,CCMP,,-45,6,7.680970255771516,1.3905900500176296,39.78263016220001,-84.0823719676,337.11845,0.0,0.0,0.0,3.1622776601683795e-05
discovery-hop-dist-4,29,20,0.1833,1513272680.446989,6c:50:4d:2a:a1:37,,Open,,,-53,6,19.015704393458826,12.725324187704938,39.78263016220001,-84.0823719676,337.11845,0.0,0.0,0.0,5.011872336272725e-06
discovery-hop-dist-4,29,20,0.1833,1513272680.455468,00:fe:c8:7d:ac:50,,WPA,CCMP,FT,-21,6,19.168335471251083,12.877955265497196,39.78263016220001,-84.0823719676,337.11845,0.0,0.0,0.0,0.007943282347242814
discovery-hop-dist-4,29,20,0.1833,1513272680.467987,00:fe:c8:7d:ac:54,,WPA,CCMP,,-19,6,19.39369624688288,13.103316041128991,39.78263016220001,-84.0823719676,337.11845,0.0,0.0,0.0,0.012589254117941675
discovery-hop-dist-4,29,20,0.1833,1513272680.471619,6c:50:4d:2a:a1:35,AFITCIS,Open,,,-57,6,19.459074004890063,13.168693799136175,39.78263016220001,-84.0823719676,337.11845,0.0,0.0,0.0,1.9952623149688787e-06
discovery-hop-dist-4,29,20,0.1833,1513272680.481428,00:fe:c8:7d:ac:52,,WPA,CCMP,FT,-21,6,19.63564931638035,13.345269110626461,39.78263016220001,-84.0823719676,337.11845,0.0,0.0,0.0,0.007943282347242814
discovery-hop-dist-4,29,20,0.1833,1513272680.496147,6c:50:4d:2a:a1:38,,Open,,,-57,6,19.900610996176283,13.610230790422396,39.78263016220001,-84.0823719676,337.11845,0.0,0.0,0.0,1.9952623149688787e-06
discovery-hop-dist-4,29,20,0.1833,1513272680.504587,00:fe:c8:7d:ac:51,,WPA,CCMP,PSK,-21,6,20.052542502344096,13.762162296590208,39.78263016220001,-84.0823719676,337.11845,0.0,0.0,0.0,0.007943282347242814
discovery-hop-dist-4,29,20,0.1833,1513272680.526871,6c:50:4d:2a:a1:36,,Open,,,-67,6,20.453684597131687,14.1633043913778,39.78263016220001,-84.0823719676,337.11845,0.0,0.0,0.0,1.9952623149688787e-07
discovery-hop-dist-4,29,20,0.1833,1513272680.529264,00:fe:c8:7d:ac:53,,WPA,CCMP,PSK,-21,6,20.496761900165765,14.206381694411878,39.78263016220001,-84.0823719676,337.11845,0.0,0.0,0.0,0.007943282347242814
