"test","pass","duration","hop-rate","timestamp","bssid","ssi","channel","bearing","lat","lon","alt","lat_err","lon_error","alt_error"
"discovery-hop-0.10138","01","10","0.10138","1512145677.537915","00:12:17:9f:79:b6","-61","2422","5.601601918273337","39.7826108792","-84.0830529477","297.18199999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","01","10","0.10138","1512145677.694514","00:16:b6:58:f3:0d","-61","2427","11.239546996144536","39.7826108792","-84.0830529477","297.18199999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","01","10","0.10138","1512145678.25582","60:38:e0:06:34:e8","-45","2442","31.44792312352604","39.7826108792","-84.0830529477","297.18199999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","01","10","0.10138","1512145678.367573","60:38:e0:06:34:ac","-51","2447","35.47130144796342","39.7826108792","-84.0830529477","297.18199999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","01","10","0.10138","1512145678.469999","60:38:e0:06:34:ac","-53","2447","39.15888751839314","39.7826108792","-84.0830529477","297.18199999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","01","10","0.10138","1512145678.608288","60:38:e0:06:3a:f0","-59","2452","44.13762570660996","39.7826108792","-84.0830529477","297.18199999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","01","10","0.10138","1512145679.348863","00:18:e7:e9:07:f5","-59","2417","70.80011436278453","39.7826108792","-84.0830529477","297.18199999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","01","10","0.10138","1512145680.201101","60:38:e0:06:34:e8","-51","2442","101.48275389228434","39.7826108792","-84.0830529477","297.18199999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","01","10","0.10138","1512145680.415562","60:38:e0:06:34:ac","-57","2447","109.2038641574029","39.7826108792","-84.0830529477","297.18199999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","01","10","0.10138","1512145680.830183","1c:7e:e5:30:57:4e","-61","2457","124.13122898243469","39.7826108792","-84.0830529477","297.18199999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","01","10","0.10138","1512145681.531387","00:12:17:9f:79:b6","-63","2422","149.37627432876658","39.7826108792","-84.0830529477","297.18199999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","01","10","0.10138","1512145681.688161","00:16:b6:58:f3:0d","-65","2427","155.02051121957714","39.7826108792","-84.0830529477","297.18199999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","01","10","0.10138","1512145681.900083","00:18:e7:e9:07:f5","-51","2432","162.65022281596683","39.7826108792","-84.0830529477","297.18199999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","01","10","0.10138","1512145682.463572","60:38:e0:06:34:ac","-53","2447","182.93719081138755","39.7826108792","-84.0830529477","297.18199999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","01","10","0.10138","1512145683.476993","00:12:17:9f:79:b6","-45","2422","219.4228046078064","39.7826108792","-84.0830529477","297.18199999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","01","10","0.10138","1512145683.580893","00:12:17:9f:79:b6","-45","2422","223.16345478136176","39.7826108792","-84.0830529477","297.18199999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","01","10","0.10138","1512145683.736327","00:16:b6:58:f3:0d","-65","2427","228.75945157842173","39.7826108792","-84.0830529477","297.18199999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","01","10","0.10138","1512145684.194763","60:38:e0:06:34:e8","-53","2442","245.26425888545117","39.7826108792","-84.0830529477","297.18199999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","01","10","0.10138","1512145684.299593","60:38:e0:06:34:e8","-53","2442","249.038393864295","39.7826108792","-84.0830529477","297.18199999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","01","10","0.10138","1512145684.409177","60:38:e0:06:34:ac","-49","2447","252.98368675584106","39.7826108792","-84.0830529477","297.18199999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","01","10","0.10138","1512145685.381659","00:18:e7:e9:07:f5","-63","2417","287.99539401524794","39.7826108792","-84.0830529477","297.18199999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","01","10","0.10138","1512145685.890563","60:38:e0:06:2d:9c","-59","2432","306.31717046194586","39.7826108792","-84.0830529477","297.18199999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","01","10","0.10138","1512145686.457187","60:38:e0:06:34:ac","-45","2447","326.7170048261791","39.7826108792","-84.0830529477","297.18199999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","01","10","0.10138","1512145686.595511","60:38:e0:06:3a:f0","-63","2452","331.6970048104424","39.7826108792","-84.0830529477","297.18199999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","01","10","0.10138","1512145687.634422","00:18:e7:e9:07:f5","-65","2417","369.10032201311685","39.7826108792","-84.0830529477","297.18199999999996","0.0","0.0","0.0"
"discovery-hop-0.10138","01","10","0.10138","1512145687.941634","00:18:e7:e9:07:f5","-61","2417","380.1606939706583","39.7826108792","-84.0830529477","297.18199999999996","0.0","0.0","0.0"
