"timestamp","lat","lon","alt","lat_err","lon_error","alt_error"
"1514761447.6998093","39.782601158","-84.083122674","308.168","3.428","2.215","7.663"
"1514761448.705612","39.782601158","-84.083122674","308.168","3.428","2.215","7.663"
"1514761449.7101667","39.782601158","-84.083122674","308.168","3.428","2.215","7.663"
"1514761450.7141705","39.782601158","-84.083122674","308.168","3.428","2.215","7.663"
"1514761451.719393","39.782601158","-84.083122674","308.168","3.428","2.215","7.663"
"1514761452.7236598","39.782601158","-84.083122674","308.168","3.428","2.215","7.663"
"1514761453.7279088","39.782601158","-84.083122674","308.168","3.428","2.215","7.663"
"1514761454.7321804","39.782601158","-84.083122674","308.168","3.428","2.215","7.663"
"1514761455.7361631","39.782601158","-84.083122674","308.168","3.428","2.215","7.663"
"1514761456.7403781","39.782601158","-84.083122674","308.168","3.428","2.215","7.663"
"1514761457.7449856","39.782601158","-84.083122674","308.168","3.428","2.215","7.663"
"1514761458.7518404","39.782601158","-84.083122674","308.168","3.428","2.215","7.663"
"1514761459.7560446","39.782601158","-84.083122674","308.168","3.428","2.215","7.663"
"1514761460.7602196","39.782601158","-84.083122674","308.168","3.428","2.215","7.663"
"1514761461.765549","39.782601158","-84.083122674","308.168","3.428","2.215","7.663"
"1514761462.7698262","39.782601158","-84.083122674","308.168","3.428","2.215","7.663"
"1514761463.7741063","39.782601158","-84.083122674","308.168","3.428","2.215","7.663"
"1514761464.780237","39.782601158","-84.083122674","308.168","3.428","2.215","7.663"
"1514761465.784587","39.782601158","-84.083122674","308.168","3.428","2.215","7.663"
"1514761466.7888753","39.782601158","-84.083122674","308.168","3.428","2.215","7.663"
