"name","pass","path","iface","duration","hop_int","pos_lat","pos_lon","pos_alt","pos_lat_err","pos_lon_err","pos_alt_err","start","end","degrees","bearing","pcap","nmea","coords","focused","guess"
"capture-3","10","capture-3/10/0012179f79b6","wlan0","6","0.0","6.630411010833334","-14.013770768833332","50.45666666666667","0.0","0.0","0.0","1515805276.1259513","1515805282.2635913","360","187","20180112-20-01-10.pcapng","20180112-20-01-10.nmea","20180112-20-01-10-gps.csv","00:12:17:9f:79:b6",""
