"name","pass","path","iface","duration","hop_int","pos_lat","pos_lon","pos_alt","pos_lat_err","pos_lon_err","pos_alt_err","start","end","degrees","bearing","pcap","nmea","coords"
"capture-1-1","03","capture-1-1/03/RESEARCH_MULLINS_7_6038e00634e8","wlan0","10","0.0","39.782634363","-84.083092233","303.73999999999995","0.0","0.0","0.0","1514757042.511625","1514757052.7417572","360.0","44.0","20171231-16-50-41.pcapng","20171231-16-50-41.nmea","20171231-16-50-41-gps.csv"
