capture,pass,duration,hop-rate,timestamp,bssid,ssid,encryption,cipher,auth,ssi,channel,bearing_magnetic,bearing_true,lat,lon,alt,lat_err,lon_error,alt_error,mw
discovery-hop-dist-1,22,20,0.1833,1513270223.496027,f4:7f:35:f7:1a:e7,,Open,,,-53,1,0.0,353.7097505743407,39.78238918315,-84.08249193505002,378.86499999999995,0.0,0.0,0.0,5.011872336272725e-06
discovery-hop-dist-1,22,20,0.1833,1513270223.510863,00:fe:c8:87:7a:d0,,WPA,CCMP,FT,-37,1,0.0,353.7097505743407,39.78238918315,-84.08249193505002,378.86499999999995,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-1,22,20,0.1833,1513270223.520517,f4:7f:35:f7:1a:e5,AFITCIS,Open,,,-53,1,0.0,353.7097505743407,39.78238918315,-84.08249193505002,378.86499999999995,0.0,0.0,0.0,5.011872336272725e-06
discovery-hop-dist-1,22,20,0.1833,1513270223.522854,00:fe:c8:87:7a:d4,,WPA,CCMP,,-37,1,0.0,353.7097505743407,39.78238918315,-84.08249193505002,378.86499999999995,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-1,22,20,0.1833,1513270223.535212,00:fe:c8:87:7a:d2,,WPA,CCMP,FT,-39,1,0.0,353.7097505743407,39.78238918315,-84.08249193505002,378.86499999999995,0.0,0.0,0.0,0.00012589254117941674
discovery-hop-dist-1,22,20,0.1833,1513270223.561356,00:fe:c8:87:7a:d1,,WPA,CCMP,PSK,-37,1,0.0,353.7097505743407,39.78238918315,-84.08249193505002,378.86499999999995,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-1,22,20,0.1833,1513270223.575767,f4:7f:35:f7:1a:e6,,Open,,,-53,1,0.0,353.7097505743407,39.78238918315,-84.08249193505002,378.86499999999995,0.0,0.0,0.0,5.011872336272725e-06
discovery-hop-dist-1,22,20,0.1833,1513270223.584512,00:fe:c8:87:7a:d3,,WPA,CCMP,PSK,-39,1,0.0,353.7097505743407,39.78238918315,-84.08249193505002,378.86499999999995,0.0,0.0,0.0,0.00012589254117941674
discovery-hop-dist-1,22,20,0.1833,1513270223.615261,00:fe:c8:87:7a:d0,,WPA,CCMP,FT,-35,1,0.4477645143423763,354.1575150886831,39.78238918315,-84.08249193505002,378.86499999999995,0.0,0.0,0.0,0.00031622776601683794
discovery-hop-dist-1,22,20,0.1833,1513270223.625139,f4:7f:35:f7:1a:e5,AFITCIS,Open,,,-51,1,0.6255801896936112,354.3353307640343,39.78238918315,-84.08249193505002,378.86499999999995,0.0,0.0,0.0,7.943282347242822e-06
discovery-hop-dist-1,22,20,0.1833,1513270223.627426,00:fe:c8:87:7a:d4,,WPA,CCMP,,-37,1,0.6667476236915607,354.3764981980323,39.78238918315,-84.08249193505002,378.86499999999995,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-1,22,20,0.1833,1513270223.639712,00:fe:c8:87:7a:d2,,WPA,CCMP,FT,-37,1,0.8879152851576088,354.59766585949836,39.78238918315,-84.08249193505002,378.86499999999995,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-1,22,20,0.1833,1513270223.653845,f4:7f:35:f7:1a:e8,,Open,,,-53,1,1.142327623828423,354.8520781981692,39.78238918315,-84.08249193505002,378.86499999999995,0.0,0.0,0.0,5.011872336272725e-06
