capture,pass,duration,hop-rate,timestamp,bssid,ssid,encryption,cipher,auth,ssi,channel,bearing_magnetic,bearing_true,lat,lon,alt,lat_err,lon_error,alt_error,mw
discovery-hop-dist-5,25,20,0.1833,1513273319.817971,f4:7f:35:f7:1a:e8,,Open,,,-49,1,0.0,353.7096133529063,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,1.2589254117941661e-05
discovery-hop-dist-5,25,20,0.1833,1513273319.834504,b4:5d:50:dd:65:40,,Open,,,-69,1,0.0,353.7096133529063,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,1.2589254117941662e-07
discovery-hop-dist-5,25,20,0.1833,1513273319.877982,00:fe:c8:87:7a:d4,,WPA,CCMP,,-35,1,0.0,353.7096133529063,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,0.00031622776601683794
discovery-hop-dist-5,25,20,0.1833,1513273319.881815,00:fe:c8:87:7a:d4,,WPA,CCMP,,-35,1,0.0,353.7096133529063,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,0.00031622776601683794
discovery-hop-dist-5,25,20,0.1833,1513273319.91816,00:fe:c8:87:7a:d1,,WPA,CCMP,PSK,-35,1,0.0,353.7096133529063,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,0.00031622776601683794
discovery-hop-dist-5,25,20,0.1833,1513273319.926956,18:33:9d:0c:c8:67,,Open,,,-65,1,0.004665239166111031,353.7142785920724,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,3.162277660168379e-07
discovery-hop-dist-5,25,20,0.1833,1513273319.944238,00:fe:c8:87:7a:d3,,WPA,CCMP,PSK,-35,1,0.31576415930845164,354.02537751221473,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,0.00031622776601683794
discovery-hop-dist-5,25,20,0.1833,1513273319.973451,00:fe:c8:87:7a:d0,,WPA,CCMP,FT,-31,1,0.8416357550262552,354.55124910793256,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,0.0007943282347242813
discovery-hop-dist-5,25,20,0.1833,1513273319.978429,f4:7f:35:f7:1a:e7,,Open,,,-53,1,0.9312495487598323,354.64086290166614,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,5.011872336272725e-06
discovery-hop-dist-5,25,20,0.1833,1513273320.002182,f4:7f:35:f7:1a:e5,AFITCIS,Open,,,-53,1,1.3588335252107464,355.0684468781171,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,5.011872336272725e-06
discovery-hop-dist-5,25,20,0.1833,1513273320.006611,18:33:9d:0c:c8:66,,Open,,,-65,1,1.4385631921738051,355.1481765450801,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,3.162277660168379e-07
discovery-hop-dist-5,25,20,0.1833,1513273320.031189,18:33:9d:0c:c8:67,,Open,,,-71,1,1.880996963946471,355.59061031685275,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,7.943282347242822e-08
discovery-hop-dist-5,25,20,0.1833,1513273320.039002,f4:7f:35:f7:1a:e9,,Open,,,-55,1,2.021640834667224,355.73125418757354,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,3.162277660168379e-06
discovery-hop-dist-5,25,20,0.1833,1513273320.106629,f4:7f:35:f7:1a:e5,AFITCIS,Open,,,-49,1,3.239015037969029,356.94862839087534,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,1.2589254117941661e-05
discovery-hop-dist-5,25,20,0.1833,1513273320.194322,6c:50:4d:2a:a1:37,,Open,,,-67,6,4.817608366548265,358.5272217194546,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,1.9952623149688787e-07
discovery-hop-dist-5,25,20,0.1833,1513273320.206463,00:fe:c8:7d:ac:50,,WPA,CCMP,FT,-19,6,5.036162160527909,358.7457755134342,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,0.012589254117941675
discovery-hop-dist-5,25,20,0.1833,1513273320.218689,00:fe:c8:7d:ac:54,,WPA,CCMP,,-19,6,5.2562438525233155,358.96585720542964,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,0.012589254117941675
discovery-hop-dist-5,25,20,0.1833,1513273320.231805,00:fe:c8:7d:ac:52,,WPA,CCMP,FT,-21,6,5.49235130629081,359.20196465919713,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,0.007943282347242814
discovery-hop-dist-5,25,20,0.1833,1513273320.243451,6c:50:4d:2a:a1:38,,Open,,,-67,6,5.701995223077402,359.4116085759837,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,1.9952623149688787e-07
discovery-hop-dist-5,25,20,0.1833,1513273320.250857,e8:fc:af:f5:df:d4,,WPA,CCMP,,-67,6,5.8353129086495334,359.5449262615558,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,1.9952623149688787e-07
discovery-hop-dist-5,25,20,0.1833,1513273320.25564,00:fe:c8:7d:ac:51,,WPA,CCMP,PSK,-19,6,5.921411678577181,359.6310250314835,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,0.012589254117941675
discovery-hop-dist-5,25,20,0.1833,1513273320.257687,6c:50:4d:2a:a1:39,,Open,,,-55,6,5.958261488586592,359.6678748414929,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,3.162277660168379e-06
discovery-hop-dist-5,25,20,0.1833,1513273320.280181,00:fe:c8:7d:ac:53,,WPA,CCMP,PSK,-21,6,6.3631802138542195,0.0727935667605184,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,0.007943282347242814
discovery-hop-dist-5,25,20,0.1833,1513273320.298753,6c:50:4d:2a:a1:37,,Open,,,-57,6,6.697502325466503,0.4071156783728016,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,1.9952623149688787e-06
discovery-hop-dist-5,25,20,0.1833,1513273320.311582,00:fe:c8:7d:ac:50,,WPA,CCMP,FT,-21,6,6.928442393809895,0.6380557467161942,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,0.007943282347242814
discovery-hop-dist-5,25,20,0.1833,1513273320.323122,00:fe:c8:7d:ac:54,,WPA,CCMP,,-21,6,7.136176438076783,0.8457897909830816,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,0.007943282347242814
discovery-hop-dist-5,25,20,0.1833,1513273320.336063,00:fe:c8:7d:ac:52,,WPA,CCMP,FT,-19,6,7.3691293833004945,1.0787427362067934,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,0.012589254117941675
discovery-hop-dist-5,25,20,0.1833,1513273320.347916,6c:50:4d:2a:a1:38,,Open,,,-57,6,7.582498624462602,1.2921119773689007,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,1.9952623149688787e-06
discovery-hop-dist-5,25,20,0.1833,1513273320.352905,e8:fc:af:f5:df:d4,,WPA,CCMP,,-69,6,7.672309843220686,1.3819231961269853,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,1.2589254117941662e-07
discovery-hop-dist-5,25,20,0.1833,1513273320.360061,00:fe:c8:7d:ac:51,,WPA,CCMP,PSK,-21,6,7.801125379864345,1.510738732770644,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,0.007943282347242814
discovery-hop-dist-5,25,20,0.1833,1513273320.378684,6c:50:4d:2a:a1:36,,Open,,,-57,6,8.13636594702543,1.845979299931729,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,1.9952623149688787e-06
discovery-hop-dist-5,25,20,0.1833,1513273320.450236,00:fe:c8:76:dd:31,,WPA,CCMP,PSK,-67,11,9.424396849859605,3.1340102027659036,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,1.9952623149688787e-07
discovery-hop-dist-5,25,20,0.1833,1513273320.45231,6c:50:4d:2a:cd:b5,AFITCIS,Open,,,-45,11,9.46173163873357,3.1713449916398684,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,3.1622776601683795e-05
discovery-hop-dist-5,25,20,0.1833,1513273320.470004,f4:7f:35:f6:bb:95,AFITCIS,Open,,,-71,11,9.780246872840067,3.489860225746366,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,7.943282347242822e-08
discovery-hop-dist-5,25,20,0.1833,1513273320.47448,00:fe:c8:76:dd:33,,WPA,CCMP,PSK,-63,11,9.860817742081469,3.570431094987768,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,5.011872336272725e-07
discovery-hop-dist-5,25,20,0.1833,1513273320.476557,6c:50:4d:2a:cd:b8,,Open,,,-51,11,9.898208324984099,3.6078216778903975,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,7.943282347242822e-06
discovery-hop-dist-5,25,20,0.1833,1513273320.47905,00:fe:c8:38:86:13,,WPA,CCMP,FT,-55,11,9.94308389142463,3.6526972443309287,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,3.162277660168379e-06
discovery-hop-dist-5,25,20,0.1833,1513273320.50655,6c:50:4d:2a:cd:b6,,Open,,,-45,11,10.438122848532183,4.147736201438482,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,3.1622776601683795e-05
discovery-hop-dist-5,25,20,0.1833,1513273320.525261,f4:7f:35:f6:bb:96,,Open,,,-73,11,10.774942815889338,4.484556168795637,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,5.011872336272725e-08
discovery-hop-dist-5,25,20,0.1833,1513273320.52821,00:fe:c8:38:86:19,,WPA,CCMP,PSK,-57,11,10.82802868824042,4.53764204114672,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,1.9952623149688787e-06
discovery-hop-dist-5,25,20,0.1833,1513273320.533413,6c:50:4d:2a:cd:b7,,Open,,,-53,11,10.921689694976429,4.631303047882728,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,5.011872336272725e-06
discovery-hop-dist-5,25,20,0.1833,1513273320.54093,b4:5d:50:d7:7c:a0,,Open,,,-61,11,11.057007381883803,4.766620734790102,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,7.943282347242822e-07
discovery-hop-dist-5,25,20,0.1833,1513273320.542663,b4:5d:50:d7:7c:a1,,Open,,,-59,11,11.088204827604558,4.797818180510857,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,1.2589254117941661e-06
discovery-hop-dist-5,25,20,0.1833,1513273320.549825,f4:7f:35:f6:bb:97,,Open,,,-71,11,11.217127660457189,4.926741013363488,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,7.943282347242822e-08
discovery-hop-dist-5,25,20,0.1833,1513273320.555787,6c:50:4d:2a:cd:b5,AFITCIS,Open,,,-51,11,11.324453912367895,5.034067265274194,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,7.943282347242822e-06
discovery-hop-dist-5,25,20,0.1833,1513273320.574453,f4:7f:35:f6:bb:95,AFITCIS,Open,,,-69,11,11.66046701223358,5.370080365139879,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,1.2589254117941662e-07
discovery-hop-dist-5,25,20,0.1833,1513273320.580297,6c:50:4d:2a:cd:b8,,Open,,,-45,11,11.765664507358277,5.475277860264576,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,3.1622776601683795e-05
discovery-hop-dist-5,25,20,0.1833,1513273320.592568,6c:50:4d:2a:cd:b9,,Open,,,-45,11,11.986557358693517,5.696170711599816,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,3.1622776601683795e-05
discovery-hop-dist-5,25,20,0.1833,1513273320.598982,f4:7f:35:f6:bb:98,,Open,,,-71,11,12.102020955092675,5.811634307998974,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,7.943282347242822e-08
discovery-hop-dist-5,25,20,0.1833,1513273320.611002,6c:50:4d:2a:cd:b6,,Open,,,-49,11,12.318394490106002,6.0280078430123005,39.782436050899996,-84.08231654375004,323.93345000000005,0.0,0.0,0.0,1.2589254117941661e-05
