capture,pass,duration,hop-rate,timestamp,bssid,ssid,encryption,cipher,auth,ssi,channel,bearing_magnetic,bearing_true,lat,lon,alt,lat_err,lon_error,alt_error,mw
discovery-hop-dist-1,23,20,0.1833,1513270254.083067,00:fe:c8:87:7a:d3,,WPA,CCMP,PSK,-37,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-1,23,20,0.1833,1513270254.099382,f4:7f:35:f7:1a:e7,,Open,,,-51,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,7.943282347242822e-06
discovery-hop-dist-1,23,20,0.1833,1513270254.114097,00:fe:c8:87:7a:d0,,WPA,CCMP,FT,-37,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-1,23,20,0.1833,1513270254.126188,00:fe:c8:87:7a:d4,,WPA,CCMP,,-37,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-1,23,20,0.1833,1513270254.138367,00:fe:c8:87:7a:d2,,WPA,CCMP,FT,-37,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-1,23,20,0.1833,1513270254.148374,f4:7f:35:f7:1a:e8,,Open,,,-49,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,1.2589254117941661e-05
discovery-hop-dist-1,23,20,0.1833,1513270254.160672,f4:7f:35:f7:1a:e9,,Open,,,-51,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,7.943282347242822e-06
discovery-hop-dist-1,23,20,0.1833,1513270254.16316,00:fe:c8:87:7a:d1,,WPA,CCMP,PSK,-37,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-1,23,20,0.1833,1513270254.20368,f4:7f:35:f7:1a:e7,,Open,,,-53,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,5.011872336272725e-06
discovery-hop-dist-1,23,20,0.1833,1513270254.218607,00:fe:c8:87:7a:d0,,WPA,CCMP,FT,-37,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-1,23,20,0.1833,1513270254.228315,f4:7f:35:f7:1a:e5,AFITCIS,Open,,,-49,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,1.2589254117941661e-05
discovery-hop-dist-1,23,20,0.1833,1513270254.230617,00:fe:c8:87:7a:d4,,WPA,CCMP,,-37,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-1,23,20,0.1833,1513270254.242813,00:fe:c8:87:7a:d2,,WPA,CCMP,FT,-37,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-1,23,20,0.1833,1513270254.25307,f4:7f:35:f7:1a:e8,,Open,,,-53,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,5.011872336272725e-06
discovery-hop-dist-1,23,20,0.1833,1513270254.266249,f4:7f:35:f7:1a:e9,,Open,,,-55,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,3.162277660168379e-06
discovery-hop-dist-1,23,20,0.1833,1513270254.271079,00:fe:c8:87:7a:d1,,WPA,CCMP,PSK,-39,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,0.00012589254117941674
discovery-hop-dist-1,23,20,0.1833,1513270254.284198,f4:7f:35:f7:1a:e6,,Open,,,-49,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,1.2589254117941661e-05
discovery-hop-dist-1,23,20,0.1833,1513270254.291965,00:fe:c8:87:7a:d3,,WPA,CCMP,PSK,-37,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-1,23,20,0.1833,1513270254.308117,f4:7f:35:f7:1a:e7,,Open,,,-49,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,1.2589254117941661e-05
discovery-hop-dist-1,23,20,0.1833,1513270254.323936,00:fe:c8:87:7a:d0,,WPA,CCMP,FT,-39,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,0.00012589254117941674
discovery-hop-dist-1,23,20,0.1833,1513270254.334098,f4:7f:35:f7:1a:e5,AFITCIS,Open,,,-53,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,5.011872336272725e-06
discovery-hop-dist-1,23,20,0.1833,1513270254.342427,00:fe:c8:87:7a:d4,,WPA,CCMP,,-35,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,0.00031622776601683794
discovery-hop-dist-1,23,20,0.1833,1513270254.347259,00:fe:c8:87:7a:d2,,WPA,CCMP,FT,-37,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-1,23,20,0.1833,1513270254.35727,f4:7f:35:f7:1a:e8,,Open,,,-49,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,1.2589254117941661e-05
discovery-hop-dist-1,23,20,0.1833,1513270254.364063,18:33:9d:0c:c8:67,,Open,,,-65,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,3.162277660168379e-07
discovery-hop-dist-1,23,20,0.1833,1513270254.369581,f4:7f:35:f7:1a:e9,,Open,,,-49,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,1.2589254117941661e-05
discovery-hop-dist-1,23,20,0.1833,1513270254.371957,00:fe:c8:87:7a:d1,,WPA,CCMP,PSK,-39,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,0.00012589254117941674
discovery-hop-dist-1,23,20,0.1833,1513270254.387991,f4:7f:35:f7:1a:e6,,Open,,,-53,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,5.011872336272725e-06
discovery-hop-dist-1,23,20,0.1833,1513270254.393922,b4:5d:50:dd:65:40,,Open,,,-69,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,1.2589254117941662e-07
discovery-hop-dist-1,23,20,0.1833,1513270254.398059,00:fe:c8:87:7a:d3,,WPA,CCMP,PSK,-37,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-1,23,20,0.1833,1513270254.412565,f4:7f:35:f7:1a:e7,,Open,,,-53,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,5.011872336272725e-06
discovery-hop-dist-1,23,20,0.1833,1513270254.427186,00:fe:c8:87:7a:d0,,WPA,CCMP,FT,-39,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,0.00012589254117941674
discovery-hop-dist-1,23,20,0.1833,1513270254.43727,f4:7f:35:f7:1a:e5,AFITCIS,Open,,,-49,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,1.2589254117941661e-05
discovery-hop-dist-1,23,20,0.1833,1513270254.439596,00:fe:c8:87:7a:d4,,WPA,CCMP,,-39,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,0.00012589254117941674
discovery-hop-dist-1,23,20,0.1833,1513270254.445929,18:33:9d:0c:c8:66,,Open,,,-65,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,3.162277660168379e-07
discovery-hop-dist-1,23,20,0.1833,1513270254.453106,00:fe:c8:87:7a:d2,,WPA,CCMP,FT,-37,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-1,23,20,0.1833,1513270254.461714,f4:7f:35:f7:1a:e8,,Open,,,-55,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,3.162277660168379e-06
discovery-hop-dist-1,23,20,0.1833,1513270254.474004,f4:7f:35:f7:1a:e9,,Open,,,-53,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,5.011872336272725e-06
discovery-hop-dist-1,23,20,0.1833,1513270254.476414,00:fe:c8:87:7a:d1,,WPA,CCMP,PSK,-37,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-1,23,20,0.1833,1513270254.492439,f4:7f:35:f7:1a:e6,,Open,,,-49,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,1.2589254117941661e-05
discovery-hop-dist-1,23,20,0.1833,1513270254.496309,b4:5d:50:dd:65:40,,Open,,,-67,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,1.9952623149688787e-07
discovery-hop-dist-1,23,20,0.1833,1513270254.498044,b4:5d:50:dd:65:41,,Open,,,-69,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,1.2589254117941662e-07
discovery-hop-dist-1,23,20,0.1833,1513270254.500856,00:fe:c8:87:7a:d3,,WPA,CCMP,PSK,-39,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,0.00012589254117941674
discovery-hop-dist-1,23,20,0.1833,1513270254.541636,f4:7f:35:f7:1a:e5,AFITCIS,Open,,,-51,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,7.943282347242822e-06
discovery-hop-dist-1,23,20,0.1833,1513270254.543965,00:fe:c8:87:7a:d4,,WPA,CCMP,,-37,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-1,23,20,0.1833,1513270254.559208,00:fe:c8:87:7a:d2,,WPA,CCMP,FT,-37,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-1,23,20,0.1833,1513270254.56718,f4:7f:35:f7:1a:e8,,Open,,,-49,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,1.2589254117941661e-05
discovery-hop-dist-1,23,20,0.1833,1513270254.579426,f4:7f:35:f7:1a:e9,,Open,,,-51,1,0.0,353.7097346745626,39.78239500405,-84.08247170639999,362.69505,0.0,0.0,0.0,7.943282347242822e-06
