"timestamp","lat","lon","alt","lat_err","lon_error","alt_error"
"1510787648.417886","39.782541599","-84.082701075","303.607","20.346","13.594","67.344"
"1510787649.4214814","39.782541599","-84.082701075","303.607","20.346","13.594","67.344"
"1510787650.4245355","39.782528946","-84.082702279","303.732","20.346","13.594","67.344"
"1510787651.4289153","39.782528946","-84.082702279","303.732","20.346","13.594","67.344"
"1510787652.432073","39.782528946","-84.082702279","303.732","20.346","13.594","67.344"
"1510787653.4351847","39.782516293","-84.082703482","303.856","20.346","13.594","67.344"
"1510787654.4391031","39.782516293","-84.082703482","303.856","20.346","13.594","67.344"
"1510787655.4421973","39.782516293","-84.082703482","303.856","20.346","13.594","67.344"
"1510787656.4453287","39.782528352","-84.082690668","303.811","20.346","13.594","67.344"
"1510787657.448628","39.782528352","-84.082690668","303.811","20.346","13.594","67.344"
"1510787658.4510233","39.782528352","-84.082690668","303.811","20.346","13.594","67.344"
"1510787659.4545197","39.782528352","-84.082690668","303.811","20.346","13.594","67.344"
"1510787660.4578996","39.782541005","-84.082689464","303.687","20.346","13.594","67.344"
"1510787661.4604366","39.782541005","-84.082689464","303.687","20.346","13.594","67.344"
"1510787662.4635336","39.782547332","-84.082677854","304.406","20.346","13.594","67.344"
"1510787663.4671304","39.782547332","-84.082677854","304.406","20.346","13.594","67.344"
"1510787664.470425","39.782547332","-84.082677854","304.406","20.346","13.594","67.344"
"1510787665.4735913","39.782553064","-84.08267665","303.641","20.346","13.594","67.344"
"1510787666.4768205","39.78255247","-84.082665039","303.72","20.346","13.594","67.344"
"1510787667.4798992","39.78255247","-84.082665039","303.72","20.346","13.594","67.344"
"1510787668.4830146","39.782559985","-84.08267665","304.281","20.346","13.594","67.344"
"1510787669.4862146","39.782559985","-84.08267665","304.281","20.346","13.594","67.344"
"1510787670.4893339","39.782559985","-84.08267665","304.281","20.346","13.594","67.344"
"1510787671.4926944","39.782559985","-84.08267665","304.281","20.346","13.594","67.344"
"1510787672.496316","39.782553064","-84.08267665","303.641","20.346","13.594","67.344"
"1510787673.499489","39.782553064","-84.08267665","303.641","20.346","13.594","67.344"
"1510787674.5026672","39.782553064","-84.08267665","303.641","20.346","13.594","67.344"
"1510787675.5069644","39.782547926","-84.082689464","304.326","20.346","13.594","67.344"
"1510787676.5101447","39.782547926","-84.082689464","304.326","20.346","13.594","67.344"
"1510787677.513397","39.782547926","-84.082689464","304.326","20.346","13.594","67.344"
