"test","pass","duration","hop-rate","timestamp","bssid","ssi","channel","bearing","lat","lon","alt","lat_err","lon_error","alt_error"
"discovery-hop-0.07168","14","10","0.07168","1510870763.441783","00:12:17:9f:79:b6","-55","2422","3.3301651078397976","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870763.750823","00:16:b6:58:f3:0d","-63","2432","14.456306063028906","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870764.111376","60:38:e0:06:34:e8","-41","2442","27.43702987908534","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870764.425739","60:38:e0:06:3a:f0","-61","2452","38.75480845953641","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870764.640071","1c:7e:e5:30:57:4e","-65","2457","46.471240014432865","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870765.05391","00:18:e7:e9:07:f5","-53","2417","61.37038298173883","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870765.057","00:18:e7:e9:04:59","-65","2417","61.48162653738673","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870765.594515","00:16:b6:58:f3:0d","-71","2427","80.83338723918439","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870766.057143","60:38:e0:06:34:e8","-51","2442","97.48903676590454","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870766.209885","60:38:e0:06:34:ac","-57","2447","102.98809069735542","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870766.482998","1c:7e:e5:30:57:4e","-59","2457","112.82077639351473","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870766.897128","00:18:e7:e9:07:f5","-57","2417","127.73039994580883","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870767.232447","00:16:b6:58:f3:0d","-67","2427","139.8026347240741","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870767.532193","60:38:e0:06:3a:d8","-67","2437","150.59416948433525","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870767.643487","60:38:e0:06:34:ac","-55","2442","154.6010061371126","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870767.695423","60:38:e0:06:34:e8","-43","2442","156.47081631801998","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870767.848292","60:38:e0:06:34:ac","-51","2447","161.97445389597675","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870768.009574","60:38:e0:06:3a:f0","-69","2452","167.78096407123564","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870768.740343","00:18:e7:e9:07:f5","-45","2422","194.09030532297888","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870768.766761","00:12:17:9f:79:b6","-75","2422","195.04141197294533","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870768.87159","00:16:b6:58:f3:0d","-65","2427","198.8154869360233","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870769.170598","60:38:e0:06:3a:d8","-63","2437","209.58045543048735","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870769.333853","60:38:e0:06:34:e8","-47","2442","215.45800354297944","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870769.486708","60:38:e0:06:34:ac","-51","2447","220.96112610447486","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870769.647988","60:38:e0:06:3a:f0","-69","2452","226.76757619447994","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870770.276357","00:18:e7:e9:07:f5","-47","2417","249.3902751110641","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870770.405114","00:12:17:9f:79:b6","-65","2422","254.02581810901358","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870771.49658","1c:7e:e5:30:57:4e","-67","2457","293.32105909224964","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870772.250209","00:16:b6:58:f3:0d","-53","2427","320.4534138164181","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870772.440038","60:38:e0:06:2d:9c","-61","2432","327.2876822583052","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870772.549823","60:38:e0:06:3a:d8","-45","2437","331.24019325801964","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870772.713098","60:38:e0:06:34:e8","-51","2442","337.1184623935576","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870772.865947","60:38:e0:06:34:ac","-47","2447","342.6213703648608","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870773.027178","60:38:e0:06:3a:f0","-67","2452","348.426052231682","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870773.768415","00:18:e7:e9:04:59","-65","2412","375.1122567790055","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
"discovery-hop-0.07168","14","10","0.07168","1510870773.96654","00:18:e7:e9:04:59","-69","2412","382.24520901764254","39.782618357","-84.08305300999999","310.56199999999995","0.0","0.0","0.0"
