"name","pass","path","iface","duration","hop_int","pos_lat","pos_lon","pos_alt","pos_lat_err","pos_lon_err","pos_alt_err","start","end","degrees","bearing","pcap","nmea","coords"
"capture-1-2","09","capture-1-2/09/RESEARCH_MULLINS_2_0018e7e907f5","wlan0","10","0.0","39.78263041600001","-84.08304019499998","310.51699999999994","0.0","0.0","0.0","1514764840.1434484","1514764850.3735805","360.0","327.0","20171231-19-00-39.pcapng","20171231-19-00-39.nmea","20171231-19-00-39-gps.csv"
