"test","pass","duration","hop-rate","timestamp","bssid","ssi","channel","bearing","lat","lon","alt","lat_err","lon_error","alt_error"
"discovery-hop-0.17408","24","10","0.17408","1510868746.144121","00:12:17:9f:79:b6","-75","2422","5.5896459108570085","39.782633176","-84.08302497499999","307.02399999999994","0.0","0.0","0.0"
"discovery-hop-0.17408","24","10","0.17408","1510868746.342884","00:16:b6:58:f3:0d","-57","2427","12.745612586699451","39.782633176","-84.08302497499999","307.02399999999994","0.0","0.0","0.0"
"discovery-hop-0.17408","24","10","0.17408","1510868747.242112","60:38:e0:06:34:e8","-49","2442","45.12005001413324","39.782633176","-84.08302497499999","307.02399999999994","0.0","0.0","0.0"
"discovery-hop-0.17408","24","10","0.17408","1510868747.390613","60:38:e0:06:34:ac","-57","2447","50.466460714430056","39.782633176","-84.08302497499999","307.02399999999994","0.0","0.0","0.0"
"discovery-hop-0.17408","24","10","0.17408","1510868747.493011","60:38:e0:06:34:ac","-53","2447","54.15304024342309","39.782633176","-84.08302497499999","307.02399999999994","0.0","0.0","0.0"
"discovery-hop-0.17408","24","10","0.17408","1510868747.965242","60:38:e0:06:3a:f0","-63","2457","71.15452652822253","39.782633176","-84.08302497499999","307.02399999999994","0.0","0.0","0.0"
"discovery-hop-0.17408","24","10","0.17408","1510868749.011405","00:12:17:9f:79:b6","-65","2422","108.81899716846472","39.782633176","-84.08302497499999","307.02399999999994","0.0","0.0","0.0"
"discovery-hop-0.17408","24","10","0.17408","1510868749.901858","60:38:e0:06:34:e8","-49","2442","140.87752152502097","39.782633176","-84.08302497499999","307.02399999999994","0.0","0.0","0.0"
"discovery-hop-0.17408","24","10","0.17408","1510868750.004221","60:38:e0:06:34:e8","-45","2442","144.56283925580132","39.782633176","-84.08302497499999","307.02399999999994","0.0","0.0","0.0"
"discovery-hop-0.17408","24","10","0.17408","1510868750.155521","60:38:e0:06:34:ac","-55","2447","150.010013556224","39.782633176","-84.08302497499999","307.02399999999994","0.0","0.0","0.0"
"discovery-hop-0.17408","24","10","0.17408","1510868750.257893","60:38:e0:06:34:ac","-53","2447","153.69566604979548","39.782633176","-84.08302497499999","307.02399999999994","0.0","0.0","0.0"
"discovery-hop-0.17408","24","10","0.17408","1510868750.422871","60:38:e0:06:3a:f0","-61","2452","159.63528499961075","39.782633176","-84.08302497499999","307.02399999999994","0.0","0.0","0.0"
"discovery-hop-0.17408","24","10","0.17408","1510868750.525327","60:38:e0:06:3a:f0","-65","2452","163.32395035830228","39.782633176","-84.08302497499999","307.02399999999994","0.0","0.0","0.0"
"discovery-hop-0.17408","24","10","0.17408","1510868751.355115","00:18:e7:e9:07:f5","-43","2417","193.1983792616835","39.782633176","-84.08302497499999","307.02399999999994","0.0","0.0","0.0"
"discovery-hop-0.17408","24","10","0.17408","1510868751.872429","00:16:b6:58:f3:0d","-63","2427","211.82296723103843","39.782633176","-84.08302497499999","307.02399999999994","0.0","0.0","0.0"
"discovery-hop-0.17408","24","10","0.17408","1510868751.979583","00:16:b6:58:f3:0d","-63","2427","215.68078221951785","39.782633176","-84.08302497499999","307.02399999999994","0.0","0.0","0.0"
"discovery-hop-0.17408","24","10","0.17408","1510868752.18763","60:38:e0:06:2d:9c","-69","2432","223.1709880831361","39.782633176","-84.08302497499999","307.02399999999994","0.0","0.0","0.0"
"discovery-hop-0.17408","24","10","0.17408","1510868752.406274","60:38:e0:06:3a:d8","-63","2437","231.0427205246906","39.782633176","-84.08302497499999","307.02399999999994","0.0","0.0","0.0"
"discovery-hop-0.17408","24","10","0.17408","1510868752.509946","60:38:e0:06:3a:d8","-61","2437","234.77517113972783","39.782633176","-84.08302497499999","307.02399999999994","0.0","0.0","0.0"
"discovery-hop-0.17408","24","10","0.17408","1510868752.666717","60:38:e0:06:34:e8","-55","2442","240.4193147162462","39.782633176","-84.08302497499999","307.02399999999994","0.0","0.0","0.0"
"discovery-hop-0.17408","24","10","0.17408","1510868752.769124","60:38:e0:06:34:e8","-53","2442","244.10622042436907","39.782633176","-84.08302497499999","307.02399999999994","0.0","0.0","0.0"
"discovery-hop-0.17408","24","10","0.17408","1510868753.022799","60:38:e0:06:34:ac","-61","2447","253.23915022229895","39.782633176","-84.08302497499999","307.02399999999994","0.0","0.0","0.0"
"discovery-hop-0.17408","24","10","0.17408","1510868753.18775","60:38:e0:06:3a:f0","-65","2452","259.1777992183861","39.782633176","-84.08302497499999","307.02399999999994","0.0","0.0","0.0"
