"timestamp","lat","lon","alt","lat_err","lon_error","alt_error"
"1514576321.9425027","39.782634151","-84.083062995","297.517","10.378","10.91","30.895"
"1514576322.946835","39.782634151","-84.083062995","297.517","10.378","10.91","30.895"
"1514576323.9502199","39.782634151","-84.083062995","297.517","10.378","10.91","30.895"
"1514576324.9534826","39.782634151","-84.083062995","297.517","10.378","10.91","30.895"
"1514576325.956842","39.782634151","-84.083062995","297.517","10.378","10.91","30.895"
"1514576326.9604156","39.782623281","-84.083077012","298.966","2.594","2.727","7.724"
"1514576327.963582","39.782623281","-84.083077012","298.966","2.594","2.727","7.724"
"1514576328.9668767","39.782623281","-84.083077012","298.966","2.594","2.727","7.724"
"1514576329.9699051","39.782631985","-84.083089826","300.931","2.594","2.727","7.724"
"1514576330.9729881","39.782631985","-84.083089826","300.931","2.594","2.727","7.724"
"1514576331.9763827","39.782631985","-84.083089826","300.931","2.594","2.727","7.724"
"1514576332.9843595","39.782631985","-84.083089826","300.931","2.594","2.727","7.724"
"1514576333.987951","39.782631985","-84.083089826","300.931","2.594","2.727","7.724"
"1514576334.9917626","39.782631985","-84.083089826","300.931","2.594","2.727","7.724"
"1514576335.9951541","39.782631985","-84.083089826","300.931","2.594","2.727","7.724"
"1514576336.998074","39.782631985","-84.083089826","300.931","2.594","2.727","7.724"
"1514576338.0011473","39.782631985","-84.083089826","300.931","2.594","2.727","7.724"
"1514576339.004272","39.782631985","-84.083089826","300.931","2.594","2.727","7.724"
"1514576340.0075777","39.782631985","-84.083089826","300.931","2.594","2.727","7.724"
"1514576341.0108836","39.782631985","-84.083089826","300.931","2.594","2.727","7.724"
