capture,pass,duration,hop-rate,timestamp,bssid,ssid,encryption,cipher,auth,ssi,channel,bearing_magnetic,bearing_true,lat,lon,alt,lat_err,lon_error,alt_error,mw
discovery-hop-dist-2,23,20,0.1833,1513270993.574773,00:fe:c8:87:7a:d3,,WPA,CCMP,PSK,-31,1,0.0,353.70951628386206,39.782483406,-84.08219588739999,338.01329999999996,0.0,0.0,0.0,0.0007943282347242813
discovery-hop-dist-2,23,20,0.1833,1513270993.606139,00:fe:c8:87:7a:d0,,WPA,CCMP,FT,-35,1,0.0,353.70951628386206,39.782483406,-84.08219588739999,338.01329999999996,0.0,0.0,0.0,0.00031622776601683794
discovery-hop-dist-2,23,20,0.1833,1513270993.617701,00:fe:c8:87:7a:d4,,WPA,CCMP,,-35,1,0.0,353.70951628386206,39.782483406,-84.08219588739999,338.01329999999996,0.0,0.0,0.0,0.00031622776601683794
discovery-hop-dist-2,23,20,0.1833,1513270993.620069,f4:7f:35:f7:1a:e5,AFITCIS,Open,,,-49,1,0.0,353.70951628386206,39.782483406,-84.08219588739999,338.01329999999996,0.0,0.0,0.0,1.2589254117941661e-05
discovery-hop-dist-2,23,20,0.1833,1513270993.630066,00:fe:c8:87:7a:d2,,WPA,CCMP,FT,-31,1,0.0,353.70951628386206,39.782483406,-84.08219588739999,338.01329999999996,0.0,0.0,0.0,0.0007943282347242813
discovery-hop-dist-2,23,20,0.1833,1513270993.644583,f4:7f:35:f7:1a:e8,,Open,,,-53,1,0.0,353.70951628386206,39.782483406,-84.08219588739999,338.01329999999996,0.0,0.0,0.0,5.011872336272725e-06
discovery-hop-dist-2,23,20,0.1833,1513270993.654628,00:fe:c8:87:7a:d1,,WPA,CCMP,PSK,-35,1,0.0,353.70951628386206,39.782483406,-84.08219588739999,338.01329999999996,0.0,0.0,0.0,0.00031622776601683794
discovery-hop-dist-2,23,20,0.1833,1513270993.68078,00:fe:c8:87:7a:d3,,WPA,CCMP,PSK,-35,1,0.08308166392226599,353.7925979477843,39.782483406,-84.08219588739999,338.01329999999996,0.0,0.0,0.0,0.00031622776601683794
discovery-hop-dist-2,23,20,0.1833,1513270993.709924,00:fe:c8:87:7a:d0,,WPA,CCMP,FT,-33,1,0.6077133157558166,354.31722959961786,39.782483406,-84.08219588739999,338.01329999999996,0.0,0.0,0.0,0.0005011872336272725
discovery-hop-dist-2,23,20,0.1833,1513270993.726835,00:fe:c8:87:7a:d4,,WPA,CCMP,,-35,1,0.9121343521235367,354.6216506359856,39.782483406,-84.08219588739999,338.01329999999996,0.0,0.0,0.0,0.00031622776601683794
discovery-hop-dist-2,23,20,0.1833,1513270993.73473,00:fe:c8:87:7a:d2,,WPA,CCMP,FT,-35,1,1.05425472711692,354.763771010979,39.782483406,-84.08219588739999,338.01329999999996,0.0,0.0,0.0,0.00031622776601683794
discovery-hop-dist-2,23,20,0.1833,1513270993.759096,00:fe:c8:87:7a:d1,,WPA,CCMP,PSK,-35,1,1.4928733803624898,355.20238966422454,39.782483406,-84.08219588739999,338.01329999999996,0.0,0.0,0.0,0.00031622776601683794
