capture,pass,duration,hop-rate,timestamp,bssid,ssid,encryption,cipher,auth,ssi,channel,bearing_magnetic,bearing_true,lat,lon,alt,lat_err,lon_error,alt_error,mw
discovery-hop-dist-4,15,20,0.1833,1513272334.243415,00:fe:c8:87:7a:d1,,WPA,CCMP,PSK,-35,1,0.0,349.0083657455577,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,0.00031622776601683794
discovery-hop-dist-4,15,20,0.1833,1513272334.246641,18:33:9d:0c:c8:67,,Open,,,-69,1,0.0,349.0083657455577,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,1.2589254117941662e-07
discovery-hop-dist-4,15,20,0.1833,1513272334.268718,00:fe:c8:87:7a:d3,,WPA,CCMP,PSK,-31,1,0.0,349.0083657455577,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,0.0007943282347242813
discovery-hop-dist-4,15,20,0.1833,1513272334.271993,18:33:9d:0c:c8:65,AFITCIS,Open,,,-65,1,0.0,349.0083657455577,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,3.162277660168379e-07
discovery-hop-dist-4,15,20,0.1833,1513272334.321535,f4:7f:35:f7:1a:e5,AFITCIS,Open,,,-55,1,0.0,349.0083657455577,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,3.162277660168379e-06
discovery-hop-dist-4,15,20,0.1833,1513272334.323936,00:fe:c8:87:7a:d2,,WPA,CCMP,FT,-35,1,0.0,349.0083657455577,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,0.00031622776601683794
discovery-hop-dist-4,15,20,0.1833,1513272334.339083,b4:5d:50:dd:65:40,,Open,,,-67,1,0.0,349.0083657455577,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,1.9952623149688787e-07
discovery-hop-dist-4,15,20,0.1833,1513272334.340814,b4:5d:50:dd:65:41,,Open,,,-69,1,0.0,349.0083657455577,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,1.2589254117941662e-07
discovery-hop-dist-4,15,20,0.1833,1513272334.348492,00:fe:c8:87:7a:d1,,WPA,CCMP,PSK,-35,1,0.04047215511436281,349.048837900672,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,0.00031622776601683794
discovery-hop-dist-4,15,20,0.1833,1513272334.373639,00:fe:c8:87:7a:d3,,WPA,CCMP,PSK,-31,1,0.4931551414014696,349.50152088695916,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,0.0007943282347242813
discovery-hop-dist-4,15,20,0.1833,1513272334.376864,f4:7f:35:f7:1a:e6,,Open,,,-53,1,0.5512067182919119,349.5595724638496,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,5.011872336272725e-06
discovery-hop-dist-4,15,20,0.1833,1513272334.41264,18:33:9d:0c:c8:69,,Open,,,-69,1,1.1952247148816073,350.2035904604393,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,1.2589254117941662e-07
discovery-hop-dist-4,15,20,0.1833,1513272334.426599,f4:7f:35:f7:1a:e5,AFITCIS,Open,,,-49,1,1.4465040083742597,350.4548697539319,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,1.2589254117941661e-05
discovery-hop-dist-4,15,20,0.1833,1513272334.429835,00:fe:c8:87:7a:d2,,WPA,CCMP,FT,-33,1,1.504757302262621,350.5131230478203,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,0.0005011872336272725
discovery-hop-dist-4,15,20,0.1833,1513272334.453399,00:fe:c8:87:7a:d1,,WPA,CCMP,PSK,-31,1,1.928938105928892,350.93730385148655,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,0.0007943282347242813
discovery-hop-dist-4,15,20,0.1833,1513272334.462891,f4:7f:35:f7:1a:e9,,Open,,,-47,1,2.0998095705702626,351.1081753161279,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,1.9952623149688786e-05
discovery-hop-dist-4,15,20,0.1833,1513272334.4789,00:fe:c8:87:7a:d3,,WPA,CCMP,PSK,-31,1,2.387990199129012,351.39635594468666,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,0.0007943282347242813
discovery-hop-dist-4,15,20,0.1833,1513272334.481196,f4:7f:35:f7:1a:e6,,Open,,,-49,1,2.4293207244472845,351.43768647000496,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,1.2589254117941661e-05
discovery-hop-dist-4,15,20,0.1833,1513272334.508178,00:fe:c8:87:7a:d0,,WPA,CCMP,FT,-31,1,2.9150337961808535,351.92339954173855,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,0.0007943282347242813
discovery-hop-dist-4,15,20,0.1833,1513272334.519828,00:fe:c8:87:7a:d4,,WPA,CCMP,,-35,1,3.1247508044001773,352.13311654995783,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,0.00031622776601683794
discovery-hop-dist-4,15,20,0.1833,1513272334.530774,f4:7f:35:f7:1a:e5,AFITCIS,Open,,,-53,1,3.3217939765587685,352.33015972211643,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,5.011872336272725e-06
discovery-hop-dist-4,15,20,0.1833,1513272334.534205,00:fe:c8:87:7a:d2,,WPA,CCMP,FT,-35,1,3.3835537127301025,352.39191945828776,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,0.00031622776601683794
discovery-hop-dist-4,15,20,0.1833,1513272334.624179,ec:08:6b:f9:e0:1f,AUTO_RES,WPA,CCMP,,-45,6,5.0032038667860945,354.01156961234375,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,3.1622776601683795e-05
discovery-hop-dist-4,15,20,0.1833,1513272335.184345,f4:7f:35:f7:1a:e8,,Open,,,-55,1,15.086937880177528,4.0953036257351965,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,3.162277660168379e-06
discovery-hop-dist-4,15,20,0.1833,1513272335.237498,f4:7f:35:f7:1a:e7,,Open,,,-57,1,16.043763146476156,5.052128892033824,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,1.9952623149688787e-06
discovery-hop-dist-4,15,20,0.1833,1513272335.42947,00:fe:c8:7d:ac:53,,WPA,CCMP,PSK,-21,6,19.49951437705714,8.507880122614807,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,0.007943282347242814
discovery-hop-dist-4,15,20,0.1833,1513272335.445805,ec:08:6b:f9:e0:1f,AUTO_RES,WPA,CCMP,,-47,6,19.79356625781063,8.8019320033683,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,1.9952623149688786e-05
discovery-hop-dist-4,15,20,0.1833,1513272335.45922,e8:fc:af:f5:df:d4,,WPA,CCMP,,-69,6,20.03505154727667,9.043417292834338,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,1.2589254117941662e-07
discovery-hop-dist-4,15,20,0.1833,1513272335.461613,00:fe:c8:7d:ac:50,,WPA,CCMP,FT,-21,6,20.0781288559599,9.086494601517568,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,0.007943282347242814
discovery-hop-dist-4,15,20,0.1833,1513272335.472397,00:fe:c8:7d:ac:54,,WPA,CCMP,,-21,6,20.272257861276216,9.280623606833885,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,0.007943282347242814
discovery-hop-dist-4,15,20,0.1833,1513272335.485757,00:fe:c8:7d:ac:52,,WPA,CCMP,FT,-19,6,20.512756025007757,9.521121770565426,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,0.012589254117941675
discovery-hop-dist-4,15,20,0.1833,1513272335.502895,6c:50:4d:2a:a1:38,,Open,,,-69,6,20.821262859995098,9.829628605552767,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,1.2589254117941662e-07
discovery-hop-dist-4,15,20,0.1833,1513272335.510143,00:fe:c8:7d:ac:51,,WPA,CCMP,PSK,-21,6,20.951735130989437,9.960100876547106,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,0.007943282347242814
discovery-hop-dist-4,15,20,0.1833,1513272335.515175,6c:50:4d:2a:a1:39,,Open,,,-69,6,21.042318938608073,10.050684684165741,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,1.2589254117941662e-07
discovery-hop-dist-4,15,20,0.1833,1513272335.533901,00:fe:c8:7d:ac:53,,WPA,CCMP,PSK,-19,6,21.379409501385624,10.387775246943292,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,0.012589254117941675
discovery-hop-dist-4,15,20,0.1833,1513272335.53598,6c:50:4d:2a:a1:36,,Open,,,-71,6,21.416834442276105,10.425200187833774,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,7.943282347242822e-08
discovery-hop-dist-4,15,20,0.1833,1513272335.545761,ec:08:6b:f9:e0:1f,AUTO_RES,WPA,CCMP,,-47,6,21.59290763035317,10.60127337591084,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,1.9952623149688786e-05
discovery-hop-dist-4,15,20,0.1833,1513272335.558183,6c:50:4d:2a:a1:37,,Open,,,-57,6,21.81651736032278,10.824883105880449,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,1.9952623149688787e-06
discovery-hop-dist-4,15,20,0.1833,1513272335.561633,e8:fc:af:f5:df:d4,,WPA,CCMP,,-71,6,21.8786247364267,10.88699048198437,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,7.943282347242822e-08
discovery-hop-dist-4,15,20,0.1833,1513272335.576929,00:fe:c8:7d:ac:54,,WPA,CCMP,,-19,6,22.15397273043699,11.162338475994659,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,0.012589254117941675
discovery-hop-dist-4,15,20,0.1833,1513272335.582839,6c:50:4d:2a:a1:35,AFITCIS,Open,,,-57,6,22.260359133509613,11.268724879067282,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,1.9952623149688787e-06
discovery-hop-dist-4,15,20,0.1833,1513272335.589198,00:fe:c8:7d:ac:52,,WPA,CCMP,FT,-19,6,22.37483138390307,11.38319712946074,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,0.012589254117941675
discovery-hop-dist-4,15,20,0.1833,1513272335.941818,00:12:17:9f:79:b6,RESEARCH_MULLINS_3,WPA,TKIP,,-55,3,28.722457582563408,17.730823328121076,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,3.162277660168379e-06
discovery-hop-dist-4,15,20,0.1833,1513272335.994641,00:fe:c8:7d:ac:54,,WPA,CCMP,,-33,6,29.67334292705098,18.68170867260865,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,0.0005011872336272725
discovery-hop-dist-4,15,20,0.1833,1513272336.121697,f4:7f:35:f7:1a:e8,,Open,,,-53,1,31.960517545730745,20.968883291288414,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,5.011872336272725e-06
discovery-hop-dist-4,15,20,0.1833,1513272336.480677,6c:50:4d:2a:cd:b9,,Open,,,-47,11,38.42263316218862,27.430998907746286,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,1.9952623149688786e-05
discovery-hop-dist-4,15,20,0.1833,1513272336.497835,b4:5d:50:d7:dc:81,,Open,,,-67,11,38.731500512661604,27.739866258219273,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,1.9952623149688787e-07
discovery-hop-dist-4,15,20,0.1833,1513272336.499913,6c:50:4d:2a:cd:b6,,Open,,,-47,11,38.76890828614801,27.77727403170568,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,1.9952623149688786e-05
discovery-hop-dist-4,15,20,0.1833,1513272336.55076,6c:50:4d:2a:cd:b5,AFITCIS,Open,,,-47,11,39.68422276938554,28.69258851494321,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,1.9952623149688786e-05
discovery-hop-dist-4,15,20,0.1833,1513272336.575603,6c:50:4d:2a:cd:b8,,Open,,,-47,11,40.1314293537717,29.13979509932937,35.8043548138,-75.67398277915,311.1461499999999,0.0,0.0,0.0,1.9952623149688786e-05
