"timestamp","lat","lon","alt","lat_err","lon_error","alt_error"
"1510856111.5097651","39.782641666","-84.083074605","298.077","3.1","2.119","7.474"
"1510856102.4850924","39.782641666","-84.083074605","298.077","3.1","2.119","7.474"
"1510856103.4876611","39.782641666","-84.083074605","298.077","3.1","2.119","7.474"
"1510856104.4899492","39.782641666","-84.083074605","298.077","3.1","2.119","7.474"
"1510856105.4924107","39.782641666","-84.083074605","298.077","3.1","2.119","7.474"
"1510856106.4946737","39.782641666","-84.083074605","298.077","3.1","2.119","7.474"
"1510856107.4969828","39.782641666","-84.083074605","298.077","3.1","2.119","7.474"
"1510856108.5001707","39.782641666","-84.083074605","298.077","3.1","2.119","7.474"
"1510856109.5033393","39.782641666","-84.083074605","298.077","3.1","2.119","7.474"
"1510856110.506494","39.782641666","-84.083074605","298.077","3.1","2.119","7.474"
