capture,pass,duration,hop-rate,timestamp,bssid,ssid,encryption,cipher,auth,ssi,channel,bearing_magnetic,bearing_true,lat,lon,alt,lat_err,lon_error,alt_error,mw
discovery-hop-dist-3,17,20,0.1833,1513271612.01084,00:fe:c8:87:7a:d3,,WPA,CCMP,PSK,-35,1,0.0,353.70969376826565,39.782600781650004,-84.08246552895,386.4360000000001,0.0,0.0,0.0,0.00031622776601683794
discovery-hop-dist-3,17,20,0.1833,1513271612.041521,00:fe:c8:87:7a:d0,,WPA,CCMP,FT,-37,1,0.0,353.70969376826565,39.782600781650004,-84.08246552895,386.4360000000001,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-3,17,20,0.1833,1513271612.053738,00:fe:c8:87:7a:d4,,WPA,CCMP,,-35,1,0.0,353.70969376826565,39.782600781650004,-84.08246552895,386.4360000000001,0.0,0.0,0.0,0.00031622776601683794
discovery-hop-dist-3,17,20,0.1833,1513271612.065349,18:33:9d:0c:c8:66,,Open,,,-63,1,0.0,353.70969376826565,39.782600781650004,-84.08246552895,386.4360000000001,0.0,0.0,0.0,5.011872336272725e-07
discovery-hop-dist-3,17,20,0.1833,1513271612.070459,00:fe:c8:87:7a:d2,,WPA,CCMP,FT,-35,1,0.0,353.70969376826565,39.782600781650004,-84.08246552895,386.4360000000001,0.0,0.0,0.0,0.00031622776601683794
discovery-hop-dist-3,17,20,0.1833,1513271612.096761,f4:7f:35:f7:1a:e9,,Open,,,-45,1,0.10224046889327965,353.81193423715894,39.782600781650004,-84.08246552895,386.4360000000001,0.0,0.0,0.0,3.1622776601683795e-05
discovery-hop-dist-3,17,20,0.1833,1513271612.117606,00:fe:c8:87:7a:d3,,WPA,CCMP,PSK,-35,1,0.4774769811651056,354.1871707494308,39.782600781650004,-84.08246552895,386.4360000000001,0.0,0.0,0.0,0.00031622776601683794
discovery-hop-dist-3,17,20,0.1833,1513271612.14599,00:fe:c8:87:7a:d0,,WPA,CCMP,FT,-39,1,0.9884261064364445,354.6981198747021,39.782600781650004,-84.08246552895,386.4360000000001,0.0,0.0,0.0,0.00012589254117941674
discovery-hop-dist-3,17,20,0.1833,1513271612.17063,00:fe:c8:87:7a:d2,,WPA,CCMP,FT,-37,1,1.4319802991651267,355.1416740674308,39.782600781650004,-84.08246552895,386.4360000000001,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-3,17,20,0.1833,1513271612.194385,18:33:9d:0c:c8:67,,Open,,,-63,1,1.8596031418588892,355.56929691012454,39.782600781650004,-84.08246552895,386.4360000000001,0.0,0.0,0.0,5.011872336272725e-07
discovery-hop-dist-3,17,20,0.1833,1513271612.196776,00:fe:c8:87:7a:d1,,WPA,CCMP,PSK,-39,1,1.9026418213174487,355.6123355895831,39.782600781650004,-84.08246552895,386.4360000000001,0.0,0.0,0.0,0.00012589254117941674
discovery-hop-dist-3,17,20,0.1833,1513271612.219581,f4:7f:35:f7:1a:e6,,Open,,,-55,1,2.313161638717797,356.02285540698347,39.782600781650004,-84.08246552895,386.4360000000001,0.0,0.0,0.0,3.162277660168379e-06
discovery-hop-dist-3,17,20,0.1833,1513271612.221979,00:fe:c8:87:7a:d3,,WPA,CCMP,PSK,-37,1,2.356329073699268,356.0660228419649,39.782600781650004,-84.08246552895,386.4360000000001,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-3,17,20,0.1833,1513271612.250428,00:fe:c8:87:7a:d0,,WPA,CCMP,FT,-37,1,2.868449874229102,356.57814364249475,39.782600781650004,-84.08246552895,386.4360000000001,0.0,0.0,0.0,0.00019952623149688788
discovery-hop-dist-3,17,20,0.1833,1513271612.262638,00:fe:c8:87:7a:d4,,WPA,CCMP,,-35,1,3.088248427391369,356.797942195657,39.782600781650004,-84.08246552895,386.4360000000001,0.0,0.0,0.0,0.00031622776601683794
discovery-hop-dist-3,17,20,0.1833,1513271612.278673,00:fe:c8:87:7a:d2,,WPA,CCMP,FT,-31,1,3.376896850505193,357.08659061877086,39.782600781650004,-84.08246552895,386.4360000000001,0.0,0.0,0.0,0.0007943282347242813
discovery-hop-dist-3,17,20,0.1833,1513271612.888912,00:fe:c8:38:86:10,,WPA,CCMP,FT,-63,11,14.362009052061664,8.071702820327328,39.782600781650004,-84.08246552895,386.4360000000001,0.0,0.0,0.0,5.011872336272725e-07
discovery-hop-dist-3,17,20,0.1833,1513271612.960833,00:fe:c8:38:86:13,,WPA,CCMP,FT,-63,11,15.656684461593938,9.366378229859603,39.782600781650004,-84.08246552895,386.4360000000001,0.0,0.0,0.0,5.011872336272725e-07
discovery-hop-dist-3,17,20,0.1833,1513271613.264064,f4:7f:35:f7:1a:e6,,Open,,,-57,1,21.115244812472767,14.824938580738433,39.782600781650004,-84.08246552895,386.4360000000001,0.0,0.0,0.0,1.9952623149688787e-06
discovery-hop-dist-3,17,20,0.1833,1513271613.414953,ec:08:6b:f9:e0:1f,AUTO_RES,WPA,CCMP,,-45,6,23.83144557270975,17.541139340975416,39.782600781650004,-84.08246552895,386.4360000000001,0.0,0.0,0.0,3.1622776601683795e-05
discovery-hop-dist-3,17,20,0.1833,1513271613.518782,ec:08:6b:f9:e0:1f,AUTO_RES,WPA,CCMP,,-43,6,25.70050366180111,19.410197430066777,39.782600781650004,-84.08246552895,386.4360000000001,0.0,0.0,0.0,5.011872336272725e-05
