test,pass,duration,hop-rate,timestamp,bssid,ssid,encryption,cipher,auth,ssi,channel,bearing_magnetic,bearing_true,lat,lon,alt,lat_err,lon_error,alt_error,focused,mw
capture-1,09,10,0.0,1514577883.441567,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-57,8,179.0,172.70805897530516,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,1.9952623149688787e-06
capture-1,09,10,0.0,1514577883.544032,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-55,8,179.15032560676926,172.85838458207442,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,3.162277660168379e-06
capture-1,09,10,0.0,1514577883.640217,60:38:e0:06:34:e8,RESEARCH_MULLINS_7,WPA,CCMP,,-47,7,182.61322226715396,176.32128124245912,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,1.9952623149688786e-05
capture-1,09,10,0.0,1514577883.646342,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-55,8,182.83373644735738,176.54179542266255,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,3.162277660168379e-06
capture-1,09,10,0.0,1514577883.742601,60:38:e0:06:34:e8,RESEARCH_MULLINS_7,WPA,CCMP,,-51,7,186.29929404179668,180.00735301710185,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,7.943282347242822e-06
capture-1,09,10,0.0,1514577883.845019,60:38:e0:06:34:e8,RESEARCH_MULLINS_7,WPA,CCMP,,-49,7,189.98660186322607,183.69466083853123,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,1.2589254117941661e-05
capture-1,09,10,0.0,1514577883.851163,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-57,8,190.20779415243052,183.9158531277357,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,1.9952623149688787e-06
capture-1,09,10,0.0,1514577883.953559,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-57,8,193.8943036936435,187.60236266894867,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,1.9952623149688787e-06
capture-1,09,10,0.0,1514577884.049798,60:38:e0:06:34:e8,RESEARCH_MULLINS_7,WPA,CCMP,,-47,7,197.35914884444884,191.067207819754,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,1.9952623149688786e-05
capture-1,09,10,0.0,1514577884.055952,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-57,8,197.58071023095764,191.2887692062628,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,1.9952623149688787e-06
capture-1,09,10,0.0,1514577884.152195,60:38:e0:06:34:e8,RESEARCH_MULLINS_7,WPA,CCMP,,-49,7,201.04569272029482,194.7537516956,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,1.2589254117941661e-05
capture-1,09,10,0.0,1514577884.158343,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-57,8,201.2670395153476,194.97509849065275,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,1.9952623149688787e-06
capture-1,09,10,0.0,1514577884.254593,60:38:e0:06:34:e8,RESEARCH_MULLINS_7,WPA,CCMP,,-47,7,204.73227093077375,198.44032990607892,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,1.9952623149688786e-05
capture-1,09,10,0.0,1514577884.260741,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-57,8,204.95361772582652,198.66167670113168,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,1.9952623149688787e-06
capture-1,09,10,0.0,1514577884.358155,60:38:e0:06:34:e8,RESEARCH_MULLINS_7,WPA,CCMP,,-47,7,208.46076314444198,202.16882211974715,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,1.9952623149688786e-05
capture-1,09,10,0.0,1514577884.363155,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-57,8,208.64077104140756,202.34883001671272,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,1.9952623149688787e-06
capture-1,09,10,0.0,1514577884.459425,60:38:e0:06:34:e8,RESEARCH_MULLINS_7,WPA,CCMP,,-47,7,212.1067320677842,205.81479104308937,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,1.9952623149688786e-05
capture-1,09,10,0.0,1514577884.465549,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-59,8,212.32721191335463,206.0352708886598,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,1.2589254117941661e-06
capture-1,09,10,0.0,1514577884.567987,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-59,8,216.01523217841802,209.72329115372318,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,1.2589254117941661e-06
capture-1,09,10,0.0,1514577884.664219,60:38:e0:06:34:e8,RESEARCH_MULLINS_7,WPA,CCMP,,-49,7,219.47981981947612,213.18787879478128,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,1.2589254117941661e-05
capture-1,09,10,0.0,1514577884.670345,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-57,8,219.70037691797074,213.4084358932759,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,1.9952623149688787e-06
capture-1,09,10,0.0,1514577884.766597,60:38:e0:06:34:e8,RESEARCH_MULLINS_7,WPA,CCMP,,-53,7,223.16568558632108,216.87374456162624,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,5.011872336272725e-06
capture-1,09,10,0.0,1514577884.772776,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-57,8,223.3881396732869,217.09619864859206,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,1.9952623149688787e-06
capture-1,09,10,0.0,1514577884.875151,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-57,8,227.0738938525747,220.78195282787988,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,1.9952623149688787e-06
capture-1,09,10,0.0,1514577884.977588,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-55,8,230.7618797830051,224.46993875831026,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,3.162277660168379e-06
capture-1,09,10,0.0,1514577885.182377,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-53,8,238.13479586153224,231.8428548368374,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,5.011872336272725e-06
capture-1,09,10,0.0,1514577885.2786,60:38:e0:06:34:e8,RESEARCH_MULLINS_7,WPA,CCMP,,-51,7,241.5990573235772,235.30711629888236,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,7.943282347242822e-06
capture-1,09,10,0.0,1514577885.284761,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-57,8,241.82086763617497,235.52892661148013,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,1.9952623149688787e-06
capture-1,09,10,0.0,1514577885.381055,60:38:e0:06:34:e8,RESEARCH_MULLINS_7,WPA,CCMP,,-51,7,245.28769561203393,238.9957545873391,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,7.943282347242822e-06
capture-1,09,10,0.0,1514577885.38715,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-55,8,245.50712825129898,239.21518722660414,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,3.162277660168379e-06
capture-1,09,10,0.0,1514577885.4834,60:38:e0:06:34:e8,RESEARCH_MULLINS_7,WPA,CCMP,,-53,7,248.9723682503834,242.68042722568856,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,5.011872336272725e-06
capture-1,09,10,0.0,1514577885.489548,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-55,8,249.19370646177794,242.9017654370831,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,3.162277660168379e-06
capture-1,09,10,0.0,1514577885.688226,60:38:e0:06:34:e8,RESEARCH_MULLINS_7,WPA,CCMP,,-49,7,256.3466062122796,250.05466518758476,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,1.2589254117941661e-05
capture-1,09,10,0.0,1514577885.694364,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-55,8,256.5675924936862,250.27565146899138,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,3.162277660168379e-06
capture-1,09,10,0.0,1514577885.796774,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-53,8,260.25459988707723,253.9626588623824,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,5.011872336272725e-06
capture-1,09,10,0.0,1514577885.899156,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-55,8,263.94061157611225,257.6486705514174,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,3.162277660168379e-06
capture-1,09,10,0.0,1514577886.001555,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-55,8,267.6272241212241,261.3352830965293,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,3.162277660168379e-06
capture-1,09,10,0.0,1514577886.097801,60:38:e0:06:34:e8,RESEARCH_MULLINS_7,WPA,CCMP,,-49,7,271.0923181981185,264.80037717342367,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,1.2589254117941661e-05
capture-1,09,10,0.0,1514577886.103951,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-57,8,271.31373366243713,265.0217926377423,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,1.9952623149688787e-06
capture-1,09,10,0.0,1514577886.20635,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-59,8,275.0003547912073,268.7084137665125,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,1.2589254117941661e-06
capture-1,09,10,0.0,1514577886.291342,60:38:e0:06:3a:f0,RESEARCH_MULLINS_9,WPA,CCMP,,-49,9,278.0602744481662,271.76833342347135,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,1.2589254117941661e-05
capture-1,09,10,0.0,1514577886.302601,60:38:e0:06:34:e8,RESEARCH_MULLINS_7,WPA,CCMP,,-51,7,278.46562912492465,272.1736881002298,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,7.943282347242822e-06
capture-1,09,10,0.0,1514577886.308768,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-59,8,278.68765402897844,272.3957130042836,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,1.2589254117941661e-06
capture-1,09,10,0.0,1514577886.405639,60:38:e0:06:34:e8,RESEARCH_MULLINS_7,WPA,CCMP,,-51,7,282.17524587412163,275.8833048494268,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,7.943282347242822e-06
capture-1,09,10,0.0,1514577886.411156,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-61,8,282.3738717258112,276.0819307011164,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,7.943282347242822e-07
capture-1,09,10,0.0,1514577886.615974,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-59,8,289.7478264269855,283.4558854022907,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,1.2589254117941661e-06
capture-1,09,10,0.0,1514577886.718374,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-55,8,293.4344818903886,287.1425408656938,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,3.162277660168379e-06
capture-1,09,10,0.0,1514577886.820789,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-55,8,297.1216781242608,290.829737099566,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,3.162277660168379e-06
capture-1,09,10,0.0,1514577886.923163,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-55,8,300.80738938525747,294.51544836056263,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,3.162277660168379e-06
capture-1,09,10,0.0,1514577887.02556,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-53,8,304.49393326110345,298.2019922364086,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,5.011872336272725e-06
capture-1,09,10,0.0,1514577887.127968,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-51,8,308.1808805688867,301.8889395441919,39.78261502240001,-84.08305974589997,292.2534999999999,0.0,0.0,0.0,60:38:e0:06:34:ac,7.943282347242822e-06
