"name","pass","path","iface","duration","hop_int","pos_lat","pos_lon","pos_alt","pos_lat_err","pos_lon_err","pos_alt_err","start","end","degrees","bearing","pcap","nmea","coords"
"capture-1-2","02","capture-1-2/02/RESEARCH_MULLINS_8_6038e00634ac","wlan0","10","0.0","39.78263495800001","-84.08305980700001","306.786","0.0","0.0","0.0","1514763686.8805568","1514763697.110689","360.0","170.0","20171231-18-41-25.pcapng","20171231-18-41-25.nmea","20171231-18-41-25-gps.csv"
