"name","pass","path","iface","duration","hop_int","pos_lat","pos_lon","pos_alt","pos_lat_err","pos_lon_err","pos_alt_err","start","end","degrees","bearing","pcap","nmea","coords","focused","guess"
"capture-3","27","capture-3/27/0012179f79b6","wlan0","6","0.0","39.78252954816667","-84.08246802000001","321.103","0.0","0.0","0.0","1515806002.6575558","1515806008.7951958","360","87","20180112-20-12-52.pcapng","20180112-20-12-52.nmea","20180112-20-12-52-gps.csv","00:12:17:9f:79:b6",""
