"timestamp","lat","lon","alt","lat_err","lon_error","alt_error"
"1514564051.5085495","39.782620947","-84.083062636","321.157","2.594","2.727","7.724"
"1514564052.5107377","39.782620947","-84.083062636","321.157","2.594","2.727","7.724"
"1514564053.5137177","39.782620947","-84.083062636","321.157","2.594","2.727","7.724"
"1514564054.5166435","39.782620947","-84.083062636","321.157","2.594","2.727","7.724"
"1514564055.519559","39.782620947","-84.083062636","321.157","2.594","2.727","7.724"
"1514564056.5225744","39.782620947","-84.083062636","321.157","2.594","2.727","7.724"
"1514564057.5254476","39.782620947","-84.083062636","321.157","2.594","2.727","7.724"
"1514564058.5285182","39.782620947","-84.083062636","321.157","2.594","2.727","7.724"
"1514564059.5315416","39.782614026","-84.083062636","320.517","2.594","2.727","7.724"
"1514564060.5345318","39.782614026","-84.083062636","320.517","2.594","2.727","7.724"
"1514564061.5376222","39.782614026","-84.083062636","320.517","2.594","2.727","7.724"
"1514564062.5405095","39.782614026","-84.083062636","320.517","2.594","2.727","7.724"
"1514564063.543424","39.782614026","-84.083062636","320.517","2.594","2.727","7.724"
"1514564064.5465024","39.782614026","-84.083062636","320.517","2.594","2.727","7.724"
"1514564065.5493894","39.782614026","-84.083062636","320.517","2.594","2.727","7.724"
"1514564066.552453","39.782614026","-84.083062636","320.517","2.594","2.727","7.724"
"1514564067.555488","39.782614026","-84.083062636","320.517","2.594","2.727","7.724"
"1514564068.5584807","39.782614026","-84.083062636","320.517","2.594","2.727","7.724"
"1514564069.5615933","39.782614026","-84.083062636","320.517","2.594","2.727","7.724"
"1514564070.5646489","39.782614026","-84.083062636","320.517","2.594","2.727","7.724"
"1514564071.5678234","39.782614026","-84.083062636","320.517","2.594","2.727","7.724"
"1514564072.5711052","39.782614026","-84.083062636","320.517","2.594","2.727","7.724"
"1514564073.5743904","39.782614026","-84.083062636","320.517","2.594","2.727","7.724"
"1514564074.577596","39.782614026","-84.083062636","320.517","2.594","2.727","7.724"
"1514564075.5807364","39.782607699","-84.083074247","319.798","10.378","10.91","30.895"
