"test","pass","duration","hop-rate","timestamp","bssid","ssi","channel","bearing","lat","lon","alt","lat_err","lon_error","alt_error"
"discovery-hop-0.13312","25","10","0.13312","1510872195.046191","60:38:e0:06:34:e8","-43","2442","33.37281592455081","39.782631986000005","-84.083067808","302.4940000000001","0.0","0.0","0.0"
"discovery-hop-0.13312","25","10","0.13312","1510872195.148597","60:38:e0:06:34:e8","-45","2442","37.05968492451581","39.782631986000005","-84.083067808","302.4940000000001","0.0","0.0","0.0"
"discovery-hop-0.13312","25","10","0.13312","1510872195.302561","60:38:e0:06:34:ac","-51","2447","42.60276948792676","39.782631986000005","-84.083067808","302.4940000000001","0.0","0.0","0.0"
"discovery-hop-0.13312","25","10","0.13312","1510872195.461222","60:38:e0:06:3a:f0","-63","2452","48.314952070296705","39.782631986000005","-84.083067808","302.4940000000001","0.0","0.0","0.0"
"discovery-hop-0.13312","25","10","0.13312","1510872195.563579","60:38:e0:06:3a:f0","-65","2452","52.000061420825844","39.782631986000005","-84.083067808","302.4940000000001","0.0","0.0","0.0"
"discovery-hop-0.13312","25","10","0.13312","1510872196.398992","00:18:e7:e9:07:f5","-61","2417","82.07698528274992","39.782631986000005","-84.083067808","302.4940000000001","0.0","0.0","0.0"
"discovery-hop-0.13312","25","10","0.13312","1510872196.414404","00:18:e7:e9:04:59","-69","2417","82.63184995998586","39.782631986000005","-84.083067808","302.4940000000001","0.0","0.0","0.0"
"discovery-hop-0.13312","25","10","0.13312","1510872197.234438","60:38:e0:06:3a:d8","-71","2437","112.15509368917228","39.782631986000005","-84.083067808","302.4940000000001","0.0","0.0","0.0"
"discovery-hop-0.13312","25","10","0.13312","1510872197.401381","60:38:e0:06:34:e8","-49","2442","118.16545530619187","39.782631986000005","-84.083067808","302.4940000000001","0.0","0.0","0.0"
"discovery-hop-0.13312","25","10","0.13312","1510872197.503759","60:38:e0:06:34:e8","-49","2442","121.85131143477427","39.782631986000005","-84.083067808","302.4940000000001","0.0","0.0","0.0"
"discovery-hop-0.13312","25","10","0.13312","1510872198.343391","1c:7e:e5:30:57:4e","-67","2462","152.08013166946478","39.782631986000005","-84.083067808","302.4940000000001","0.0","0.0","0.0"
"discovery-hop-0.13312","25","10","0.13312","1510872198.896299","00:12:17:9f:79:b6","-63","2422","171.98617878820335","39.782631986000005","-84.083067808","302.4940000000001","0.0","0.0","0.0"
"discovery-hop-0.13312","25","10","0.13312","1510872199.105961","00:16:b6:58:f3:0d","-65","2427","179.53453409776193","39.782631986000005","-84.083067808","302.4940000000001","0.0","0.0","0.0"
"discovery-hop-0.13312","25","10","0.13312","1510872199.208528","00:16:b6:58:f3:0d","-63","2427","183.2271970653816","39.782631986000005","-84.083067808","302.4940000000001","0.0","0.0","0.0"
"discovery-hop-0.13312","25","10","0.13312","1510872199.756606","60:38:e0:06:34:e8","-45","2442","202.95935648523331","39.782631986000005","-84.083067808","302.4940000000001","0.0","0.0","0.0"
"discovery-hop-0.13312","25","10","0.13312","1510872200.013031","60:38:e0:06:34:ac","-49","2447","212.19128428943972","39.782631986000005","-84.083067808","302.4940000000001","0.0","0.0","0.0"
