"name","pass","path","iface","duration","hop_int","pos_lat","pos_lon","pos_alt","pos_lat_err","pos_lon_err","pos_alt_err","start","end","degrees","bearing","pcap","nmea","coords","focused","guess"
"capture-3","03","capture-3/03","wlan0","20","0.183296","39.78256765465001","-84.08245716865","331.46695000000005","0.0","0.0","0.0","1515804960.1645405","1515804980.6488485","360","0","20180112-19-55-59.pcapng","20180112-19-55-59.nmea","20180112-19-55-59-gps.csv","","20180112-19-55-59-guess.csv"
