test,pass,duration,hop-rate,timestamp,bssid,ssid,encryption,cipher,auth,ssi,channel,bearing_magnetic,bearing_true,lat,lon,alt,lat_err,lon_error,alt_error,mw
discovery-duration-10,07,10,0.0,1514561963.880582,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-41,8,0.0,353.70794948711455,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,7.943282347242822e-05
discovery-duration-10,07,10,0.0,1514561963.980357,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-41,8,2.9025647953706604,356.6105142824852,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,7.943282347242822e-05
discovery-duration-10,07,10,0.0,1514561964.082294,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-47,8,6.5725517570288075,0.28050124414336697,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,1.9952623149688786e-05
discovery-duration-10,07,10,0.0,1514561964.184667,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-41,8,10.258238233726829,3.966187720841388,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,7.943282347242822e-05
discovery-duration-10,07,10,0.0,1514561964.287024,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-43,8,13.943341021511392,7.6512905086259515,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,5.011872336272725e-05
discovery-duration-10,07,10,0.0,1514561964.389425,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-47,8,17.630031786486978,11.337981273601537,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,1.9952623149688786e-05
discovery-duration-10,07,10,0.0,1514561964.491844,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-47,8,21.317366325999462,15.025315813114021,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,1.9952623149688786e-05
discovery-duration-10,07,10,0.0,1514561964.594231,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-47,8,25.00355065500602,18.711500142120578,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,1.9952623149688786e-05
discovery-duration-10,07,10,0.0,1514561964.696644,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-45,8,28.690679186666696,22.398628673781253,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,3.1622776601683795e-05
discovery-duration-10,07,10,0.0,1514561964.799032,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-45,8,32.37689785031522,26.08484733742978,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,3.1622776601683795e-05
discovery-duration-10,07,10,0.0,1514561964.901467,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-43,8,36.06481607874116,29.77276556585572,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,5.011872336272725e-05
discovery-duration-10,07,10,0.0,1514561965.003853,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-45,8,39.75096607310575,33.45891556022031,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,3.1622776601683795e-05
discovery-duration-10,07,10,0.0,1514561965.106249,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-47,8,43.437476581211,37.14542606832556,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,1.9952623149688786e-05
discovery-duration-10,07,10,0.0,1514561965.208634,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-47,8,47.12358365727313,40.83153314438769,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,1.9952623149688786e-05
discovery-duration-10,07,10,0.0,1514561965.311026,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-47,8,50.809956826810506,44.51790631392507,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,1.9952623149688786e-05
discovery-duration-10,07,10,0.0,1514561965.413428,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-47,8,54.49668192642807,48.20463141354263,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,1.9952623149688786e-05
discovery-duration-10,07,10,0.0,1514561965.515848,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-49,8,58.18405080058252,51.89200028769708,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,1.2589254117941661e-05
discovery-duration-10,07,10,0.0,1514561965.618247,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-47,8,61.870672896274165,55.578622383388726,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,1.9952623149688786e-05
discovery-duration-10,07,10,0.0,1514561965.72063,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-45,8,65.55671130305235,59.264660790166914,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,3.1622776601683795e-05
discovery-duration-10,07,10,0.0,1514561965.823037,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-47,8,69.24361665954024,62.9515661466548,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,1.9952623149688786e-05
discovery-duration-10,07,10,0.0,1514561965.925449,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-47,8,72.93070227289846,66.63865176001302,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,1.9952623149688786e-05
discovery-duration-10,07,10,0.0,1514561966.027851,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-49,8,76.61743595617651,70.32538544329107,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,1.2589254117941661e-05
discovery-duration-10,07,10,0.0,1514561966.232757,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-51,8,83.99455996210219,77.70250944921675,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,7.943282347242822e-06
discovery-duration-10,07,10,0.0,1514561966.242721,60:38:e0:06:3a:f0,RESEARCH_MULLINS_9,WPA,CCMP,,-59,8,84.35328830138396,78.06123778849852,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,1.2589254117941661e-06
discovery-duration-10,07,10,0.0,1514561966.345141,60:38:e0:06:3a:f0,RESEARCH_MULLINS_9,WPA,CCMP,,-61,8,88.04065717553841,81.74860666265297,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,7.943282347242822e-07
discovery-duration-10,07,10,0.0,1514561966.447523,60:38:e0:06:3a:f0,RESEARCH_MULLINS_9,WPA,CCMP,,-61,8,91.72666983133512,85.43461931844968,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,7.943282347242822e-07
discovery-duration-10,07,10,0.0,1514561966.539848,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-57,8,95.05059793659771,88.75854742371227,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,1.9952623149688787e-06
discovery-duration-10,07,10,0.0,1514561966.54992,60:38:e0:06:3a:f0,RESEARCH_MULLINS_9,WPA,CCMP,,-61,8,95.41321467408234,89.1211641611969,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,7.943282347242822e-07
discovery-duration-10,07,10,0.0,1514561966.642248,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-55,8,98.73724578327082,92.44519527038538,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,3.162277660168379e-06
discovery-duration-10,07,10,0.0,1514561966.744634,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-51,8,102.42339577763542,96.13134526474998,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,7.943282347242822e-06
discovery-duration-10,07,10,0.0,1514561966.847033,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-49,8,106.11001787332707,99.81796736044163,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,1.2589254117941661e-05
discovery-duration-10,07,10,0.0,1514561967.154257,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-57,8,117.17084553037711,110.87879501749167,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,1.9952623149688787e-06
discovery-duration-10,07,10,0.0,1514561967.359042,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-53,8,124.54360903677285,118.25155852388741,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,5.011872336272725e-06
discovery-duration-10,07,10,0.0,1514561967.461467,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-55,8,128.23116675145815,121.93911623857271,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,3.162277660168379e-06
discovery-duration-10,07,10,0.0,1514561967.563837,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-55,8,131.91674164056977,125.62469112768433,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,3.162277660168379e-06
discovery-duration-10,07,10,0.0,1514561967.666242,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-55,8,135.60356974411323,129.31151923122778,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,3.162277660168379e-06
discovery-duration-10,07,10,0.0,1514561967.768637,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-55,8,139.2900459175765,132.99799540469104,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,3.162277660168379e-06
discovery-duration-10,07,10,0.0,1514561967.871109,60:38:e0:06:34:ac,RESEARCH_MULLINS_8,WPA,CCMP,,-55,8,142.9792946133787,136.68724410049325,39.78276492899998,-84.0829467622,332.27479999999997,0.0,0.0,0.0,3.162277660168379e-06
