"name","pass","path","iface","duration","hop_int","pos_lat","pos_lon","pos_alt","pos_lat_err","pos_lon_err","pos_alt_err","start","end","degrees","bearing","pcap","nmea","coords","focused"
"capture-1","03","capture-1/03/RESEARCH_MULLINS_9_6038e0063af0","wlan0","10","0.0","39.782626669600006","-84.083188337","286.48069999999996","0.0","0.0","0.0","1514576840.139275","1514576850.1385834","360.0","112.0","20171229-14-47-19.pcapng","20171229-14-47-19.nmea","20171229-14-47-19-gps.csv","60:38:e0:06:3a:f0"
