"name","pass","path","iface","duration","hop_int","pos_lat","pos_lon","pos_alt","pos_lat_err","pos_lon_err","pos_alt_err","start","end","degrees","bearing","pcap","nmea","coords","focused","guess"
"capture-3","09","capture-3/09","wlan0","20","0.183296","39.782533985650005","-84.08258447465002","308.76400000000007","0.0","0.0","0.0","1515805205.1972117","1515805225.6815197","360","0","20180112-20-00-04.pcapng","20180112-20-00-04.nmea","20180112-20-00-04-gps.csv","","20180112-20-00-04-guess.csv"
